Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,128.82508703287522,103.14874657678926,4.819464842158597,1.6000000000000014e-2,7.177484774919536e-4,"cx0_1: 6.660e-3"
Q1,112.98807114591352,32.463120707028885,4.8911047342336555,3.500000000000003e-2,8.150153270781709e-4,"cx1_0: 6.660e-3, cx1_2: 6.970e-3, cx1_3: 9.858e-3"
Q2,61.38218047630431,95.11022365883062,4.7168731492060285,2.300000000000002e-2,5.066227977116027e-4,"cx2_1: 6.970e-3"
Q3,110.56291185739832,85.89219907833618,4.789041956519642,2.300000000000002e-2,6.942484959940812e-4,"cx3_1: 9.858e-3, cx3_4: 8.246e-3"
Q4,67.36750222287831,35.39073018185301,5.023692950832722,3.400000000000003e-2,1.0175348570718363e-3,"cx4_3: 8.246e-3"
