Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.968666524300304,98.75741294180692,47.90160467723967,2.6699999999999946e-2,2.0511048188712948e-4,"cx0_1: 7.716e-3 "
1,4.7700839252392635,89.4816518535719,80.4722071542391,3.469999999999995e-2,2.9925919180494336e-4,"cx1_2: 1.707e-2 , cx1_0: 7.716e-3 "
2,5.015166094900961,84.59646800396028,138.53661619886256,2.3600000000000065e-2,3.653581631824499e-4,"cx2_3: 7.189e-3 , cx2_1: 1.707e-2 "
3,5.259260276127217,96.70853906502313,116.38154576742232,2.1299999999999986e-2,3.119059461238052e-4,"cx3_4: 3.123e-2 , cx3_2: 7.189e-3 "
4,4.9976671976919675,103.62470781049237,75.27720585064918,5.720000000000003e-2,1.2063625936765264e-3,"cx4_3: 3.123e-2 "
