Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.2828223804733225,54.64014931073189,25.74363786675248,2.949999999999997e-2,0.0012573868976876747,"cx0_2: 2.329e-2 , cx0_1: 2.212e-2 "
1,5.247617726485971,62.99884142493264,28.21757903618104,2.9900000000000038e-2,0.0011192771233474157,"cx1_2: 1.832e-2 , cx1_0: 2.212e-2 "
2,5.033488778950749,87.31657767814941,90.23599819749961,9.27e-2,0.0005642040827340737,"cx2_4: 1.330e-2 , cx2_3: 1.146e-2 , cx2_1: 1.832e-2 , cx2_0: 2.329e-2 "
3,5.2922489298341775,56.73652391954413,35.654497412945695,5.14e-2,0.00041841159215704463,"cx3_4: 1.247e-2 , cx3_2: 1.146e-2 "
4,5.07846062645316,48.06999547548339,43.22907335629399,2.1299999999999986e-2,0.0005395536462853293,"cx4_2: 1.330e-2 , cx4_3: 1.247e-2 "
