Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.199090587842289,124.75911210948927,138.5669829412415,7.600000000000051e-3,0.000152616461918079,"cx0_1: 4.589e-3 "
1,4.979619697031727,151.0736943131694,249.49421148039983,6.800000000000028e-3,0.0001589337058286485,"cx1_4: 4.432e-3 , cx1_2: 6.745e-3 , cx1_0: 4.589e-3 "
2,5.105459748236391,116.63901909801801,191.60016336816471,1.1900000000000022e-2,0.00021228308748402975,"cx2_3: 6.116e-3 , cx2_1: 6.745e-3 "
3,4.874382623986583,125.90900001508831,255.06935885058385,8.799999999999919e-3,0.00016689649895510294,"cx3_5: 5.839e-3 , cx3_2: 6.116e-3 "
4,5.2125989973994695,128.97947105244137,35.35285159677688,8.69999999999993e-3,0.00019127598179275146,"cx4_7: 1.155e-2 , cx4_1: 4.432e-3 "
5,5.1092900335252835,98.04715581989089,45.08644087645261,2.1100000000000008e-2,0.00031821146843156236,"cx5_8: 7.153e-3 , cx5_3: 5.839e-3 "
6,5.195524581859684,125.59388441026344,105.03781577853482,1.0099999999999998e-2,0.0003758194619616918,"cx6_7: 7.630e-3 "
7,5.0270437887099995,129.25334316182145,16.087659648965897,1.100000000000001e-2,0.00042724518737273043,"cx7_10: 7.416e-3 , cx7_6: 7.630e-3 , cx7_4: 1.155e-2 "
8,4.94622412339022,95.89263219994518,127.27072509771202,9.299999999999975e-3,0.00021637074837905492,"cx8_5: 7.153e-3 , cx8_11: 5.409e-3 , cx8_9: 4.643e-3 "
9,5.052013735949858,137.1070874080881,158.4869820984578,9.700000000000042e-3,0.00019328665484366668,"cx9_8: 4.643e-3 "
10,5.157853917928446,107.75669835504303,105.8762095407277,8.099999999999996e-3,0.0002214732645169906,"cx10_7: 7.416e-3 , cx10_12: 8.280e-3 "
11,4.868493606921065,94.53035995156938,22.94857376594821,2.0100000000000007e-2,0.00020266887190268344,"cx11_14: 9.269e-3 , cx11_8: 5.409e-3 "
12,4.948189128919492,103.46498492065277,18.86220958742949,1.3399999999999967e-2,0.00026603420439290094,"cx12_15: 6.872e-3 , cx12_10: 8.280e-3 , cx12_13: 5.674e-3 "
13,5.018695399324116,193.4884940712639,308.4975423683375,1.0599999999999943e-2,0.0003022935659989267,"cx13_12: 5.674e-3 , cx13_14: 1.081e-2 "
14,5.1240034173048725,101.16031836595495,122.88190122572209,8.69999999999993e-3,0.00017447631649671798,"cx14_11: 9.269e-3 , cx14_16: 7.744e-3 , cx14_13: 1.081e-2 "
15,5.042857138735752,128.38863167414388,80.2303533442811,1.7199999999999993e-2,0.0002250232201432304,"cx15_12: 6.872e-3 , cx15_18: 6.801e-3 "
16,5.209623782439655,122.39063508420202,129.76467107445208,2.760000000000007e-2,0.00050300918328869,"cx16_14: 7.744e-3 , cx16_19: 7.525e-3 "
17,5.242711477199921,98.10419252392276,129.04838634008212,5.299999999999971e-3,0.00038780599947747937,"cx17_18: 7.276e-3 "
18,5.092400931904746,90.99161263421065,85.62223779999732,9.90000000000002e-3,0.00039328625138283183,"cx18_21: 1.034e-2 , cx18_17: 7.276e-3 , cx18_15: 6.801e-3 "
19,5.008046757777954,145.81471520202993,163.65417245697608,1.1500000000000066e-2,0.00022359521674711653,"cx19_20: 1.045e-2 , cx19_16: 7.525e-3 , cx19_22: 6.652e-3 "
20,5.186516432578985,113.27440478979116,264.71027181372,9.199999999999986e-3,0.0001705878565670569,"cx20_19: 1.045e-2 "
21,5.263904386552363,98.70799517870852,34.38766655012941,1.319999999999999e-2,0.00020483077561160164,"cx21_18: 1.034e-2 , cx21_23: 5.172e-3 "
22,5.113732526840595,90.71676374722956,27.919423388473483,8.599999999999941e-3,0.000226734850266663,"cx22_25: 1.423e-2 , cx22_19: 6.652e-3 "
23,5.130669916045097,81.7196603100719,49.0411307999518,7.399999999999962e-3,0.00017062779555499083,"cx23_24: 5.024e-3 , cx23_21: 5.172e-3 "
24,4.997842908824193,113.61210514711426,29.48523000168617,5.600000000000049e-3,0.00019812737391361896,"cx24_23: 5.024e-3 , cx24_25: 1.384e-2 "
25,4.909978225796639,193.64575424889625,147.3757974074352,1.2799999999999923e-2,0.0009660849334552213,"cx25_26: 1.537e-2 , cx25_22: 1.423e-2 , cx25_24: 1.384e-2 "
26,5.119988244751206,129.25883636129987,180.41269641120766,1.6000000000000014e-2,0.00020634888414304407,"cx26_25: 1.537e-2 "
