Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.224957646234754,53.09908572961123,44.85141062076309,4.530000000000001e-2,0.00028401765067974496,"cx0_1: 2.017e-2 "
1,5.003457645033555,102.4644364526378,139.40423880931212,3.479999999999994e-2,0.0013083792465177987,"cx1_4: 1.706e-2 , cx1_2: 9.219e-3 , cx1_0: 2.017e-2 "
2,5.143792487263981,87.17383312021617,143.09269292754513,1.1800000000000033e-2,0.00025374245808566147,"cx2_3: 6.702e-3 , cx2_1: 9.219e-3 "
3,5.209641809685696,89.97549484551618,141.82188542161342,8.399999999999963e-3,0.0007189273584954659,"cx3_5: 1.013e-2 , cx3_2: 6.702e-3 "
4,5.087697087019869,85.48984971219721,61.19753093818673,6.2100000000000044e-2,0.00037586687979710635,"cx4_7: 1.109e-2 , cx4_1: 1.706e-2 "
5,5.167266279310888,99.33611069062977,157.4488529036819,1.090000000000002e-2,0.00037100150114859103,"cx5_8: 6.442e-3 , cx5_3: 1.013e-2 "
6,5.151659891719576,77.57561748918408,86.69353765730678,2.9299999999999993e-2,0.00021152983190282106,"cx6_7: 6.170e-3 "
7,4.915439120394796,77.11606818642697,150.47840217026388,3.259999999999996e-2,0.00022196513169275568,"cx7_10: 9.160e-3 , cx7_6: 6.170e-3 , cx7_4: 1.109e-2 "
8,5.033353197275331,100.16313079958488,152.1247503141645,1.419999999999999e-2,0.0002149100770211623,"cx8_9: 8.325e-3 , cx8_5: 6.442e-3 , cx8_11: 8.195e-3 "
9,5.082178630545549,94.37677748987792,161.93535161876667,1.1300000000000088e-2,0.00031961764305217077,"cx9_8: 8.325e-3 "
10,5.097832011576629,124.88217071456361,144.497544740773,5.359999999999998e-2,0.0002637030933195586,"cx10_12: 7.161e-3 , cx10_7: 9.160e-3 "
11,5.116584254041445,2.1953207337737166,4.369480156837173,1.7900000000000027e-2,0.0009043089340381035,"cx11_8: 8.195e-3 , cx11_14: 4.068e-2 "
12,4.927766675961168,115.63725704823285,189.33752135905442,5.8599999999999985e-2,0.0002597700929070911,"cx12_15: 8.229e-3 , cx12_13: 5.845e-3 , cx12_10: 7.161e-3 "
13,5.127663947604447,100.76961468624121,199.70308841565736,2.0919999999999994e-1,0.00026492629366695156,"cx13_12: 5.845e-3 , cx13_14: 8.823e-3 "
14,5.0172866505737685,31.078388256001652,73.35188268180045,1.1399999999999966e-2,0.00025060013594829024,"cx14_16: 7.431e-3 , cx14_11: 4.068e-2 , cx14_13: 8.823e-3 "
15,5.091640882448685,113.54044006395998,61.0563099286433,3.357e-1,0.0011057000089033302,"cx15_18: 1.341e-2 , cx15_12: 8.229e-3 "
16,4.943158824486232,85.51225978237633,154.0652927751494,8.199999999999985e-3,0.00015511775923520837,"cx16_14: 7.431e-3 , cx16_19: 7.096e-3 "
17,5.157808357731816,84.94069094750698,70.38369909756165,1.7800000000000038e-2,0.0004550099398872038,"cx17_18: 1.542e-2 "
18,5.059727927695896,129.09141702567547,90.61970989208973,1.3700000000000045e-2,0.001146594577567794,"cx18_17: 1.542e-2 , cx18_15: 1.341e-2 , cx18_21: 1.181e-2 "
19,5.069447410088054,156.0764322468908,139.58006351756643,1.6699999999999937e-2,0.0003261556683947756,"cx19_22: 1.072e-2 , cx19_16: 7.096e-3 , cx19_20: 1.117e-2 "
20,4.91606318981616,116.99907598437464,110.6127974309639,9.700000000000042e-3,0.00016613917115816107,"cx20_19: 1.117e-2 "
21,5.144737943452489,107.748571718512,62.461202985828464,3.8000000000000034e-2,0.0006180244070977632,"cx21_18: 1.181e-2 , cx21_23: 1.577e-2 "
22,5.120611900820628,108.6650658296987,129.4980682355007,1.990000000000003e-2,0.00032051177874352837,"cx22_19: 1.072e-2 , cx22_25: 1.618e-2 "
23,5.099008387234135,105.22762210402013,42.23406607812608,4.7900000000000054e-2,0.0004250349547468069,"cx23_24: 7.591e-3 , cx23_21: 1.577e-2 "
24,4.963369230955666,138.48160811305308,102.83617208528284,9.800000000000031e-3,0.00023342429772002423,"cx24_25: 6.358e-3 , cx24_23: 7.591e-3 "
25,5.064632729987098,99.96063867851463,176.96921987521492,9.300000000000086e-3,0.00036347497901614736,"cx25_26: 1.773e-2 , cx25_24: 6.358e-3 , cx25_22: 1.618e-2 "
26,5.215735511305798,95.43220951657064,65.93508594260152,1.0199999999999987e-2,0.00028849891815958123,"cx26_25: 1.773e-2 "
