Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.073466279329382,117.22817436756131,135.96679344025782,1.9178072193261092e-4,1.9178072193261092e-4,2.3500000000000076e-2,"cx0_1: 6.230e-3 "
1,4.9438478264037835,153.97748089226087,41.62914226384912,3.1148252801959953e-4,3.1148252801959953e-4,2.1299999999999986e-2,"cx1_2: 1.290e-2 , cx1_4: 6.110e-3 , cx1_0: 6.230e-3 "
2,4.668159368086291,137.80610294590576,172.09633237817368,1.6726496673131027e-4,1.6726496673131027e-4,1.7100000000000004e-2,"cx2_3: 1.067e-2 , cx2_1: 1.290e-2 "
3,4.887316379345029,122.10979293614963,182.29272409662403,2.1035460591869434e-4,2.1035460591869434e-4,2.9400000000000093e-2,"cx3_2: 1.067e-2 , cx3_5: 6.737e-3 "
4,5.016361426625463,116.65422078518802,184.502347645597,2.037320726723127e-4,2.037320726723127e-4,1.429999999999998e-2,"cx4_7: 6.604e-3 , cx4_1: 6.110e-3 "
5,4.9505411756354185,114.94651694065365,135.27817494096286,2.5671749063875386e-4,2.5671749063875386e-4,1.9499999999999962e-2,"cx5_8: 2.246e-2 , cx5_3: 6.737e-3 "
6,4.970619615454782,114.70655343349914,139.9292561102565,2.127658062147036e-4,2.127658062147036e-4,1.3299999999999979e-2,"cx6_7: 1.131e-2 "
7,4.889861897396061,171.897774566509,177.8203722327878,1.6419861929774243e-4,1.6419861929774243e-4,2.1700000000000053e-2,"cx7_10: 6.565e-3 , cx7_6: 1.131e-2 , cx7_4: 6.604e-3 "
8,4.769840728081928,144.71231758871303,60.76117569081815,2.63361989006588e-4,2.63361989006588e-4,6.53999999999999e-2,"cx8_5: 2.246e-2 , cx8_9: 1.115e-2 , cx8_11: 9.583e-3 "
9,4.948872140925278,118.61482187922104,52.20364098163705,3.467702516873239e-4,3.467702516873239e-4,2.980000000000005e-2,"cx9_8: 1.115e-2 "
10,4.966303838576058,106.8780230294577,101.17411197098512,2.1889409658850385e-4,2.1889409658850385e-4,4.3199999999999905e-2,"cx10_12: 6.393e-3 , cx10_7: 6.565e-3 "
11,4.6646292667669425,122.54281811060157,155.31784947777984,1.9523715816617738e-4,1.9523715816617738e-4,2.1099999999999897e-2,"cx11_14: 1.448e-2 , cx11_8: 9.583e-3 "
12,4.741465407039186,113.2516538020852,71.79244628631301,1.96672738188615e-4,1.96672738188615e-4,4.179999999999995e-2,"cx12_13: 9.243e-3 , cx12_10: 6.393e-3 , cx12_15: 4.937e-3 "
13,4.879066088278603,120.68827555496655,166.44510306056344,2.8755718208670007e-4,2.8755718208670007e-4,1.869999999999994e-2,"cx13_14: 6.425e-3 , cx13_12: 9.243e-3 "
14,4.774816212842421,178.68827067848093,232.96552083632142,3.9148939947694183e-4,3.9148939947694183e-4,1.0610000000000008e-1,"cx14_11: 1.448e-2 , cx14_13: 6.425e-3 , cx14_16: 5.741e-3 "
15,4.860832524905441,104.06296504275225,148.09172758096994,1.512540315523393e-4,1.512540315523393e-4,7.899999999999996e-2,"cx15_18: 6.286e-3 , cx15_12: 4.937e-3 "
16,4.978317318314626,108.50468372557714,149.28707351512347,2.0570003598723778e-4,2.0570003598723778e-4,1.6599999999999948e-2,"cx16_14: 5.741e-3 , cx16_19: 9.349e-3 "
17,5.0002927989807695,103.39341249735108,38.73939877057999,2.3903947873827423e-4,2.3903947873827423e-4,1.859999999999995e-2,"cx17_18: 7.294e-3 "
18,4.772457181149197,87.62520399926757,48.52062128306743,2.067820764669448e-4,2.067820764669448e-4,2.410000000000001e-2,"cx18_21: 8.816e-3 , cx18_17: 7.294e-3 , cx18_15: 6.286e-3 "
19,4.807770299426548,125.04150169420949,169.95334490621684,1.5232552048603614e-4,1.5232552048603614e-4,1.5300000000000091e-2,"cx19_16: 9.349e-3 , cx19_22: 4.468e-3 , cx19_20: 5.365e-3 "
20,5.045027985428571,81.333534313889,79.77092985663265,1.9412012332717062e-4,1.9412012332717062e-4,2.4699999999999944e-2,"cx20_19: 5.365e-3 "
21,4.941024050395463,72.26175709816404,111.45070089007847,2.9260173763008405e-4,2.9260173763008405e-4,2.4399999999999977e-2,"cx21_18: 8.816e-3 , cx21_23: 7.139e-3 "
22,4.906802720311856,106.58753605529074,151.06924723541675,1.8146640692752634e-4,1.8146640692752634e-4,2.32e-2,"cx22_19: 4.468e-3 , cx22_25: 5.425e-3 "
23,4.8915995398831305,86.40681005228188,135.5010964112081,2.65440506076166e-4,2.65440506076166e-4,2.069999999999994e-2,"cx23_24: 9.098e-3 , cx23_21: 7.139e-3 "
24,4.6643130499410805,161.2962696960434,70.62171117589271,2.643753953676172e-4,2.643753953676172e-4,3.63e-2,"cx24_23: 9.098e-3 , cx24_25: 5.781e-3 "
25,4.74205960924043,190.58529334724625,80.18042167096782,1.9956158672397315e-4,1.9956158672397315e-4,4.7599999999999976e-2,"cx25_22: 5.425e-3 , cx25_26: 5.013e-3 , cx25_24: 5.781e-3 "
26,4.9616657438112,145.36993442314807,231.75455326154105,1.799106389266493e-4,1.799106389266493e-4,2.970000000000006e-2,"cx26_25: 5.013e-3 "
