Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,45.72468404705614,20.345241794781035,5.100148387955717,2.5399999999999978e-2,4.2869542938877014e-3,
Q1,64.08394616637563,108.3659167335774,5.238518745901827,1.060000000000001e-1,1.3563949433188505e-2,"CX1_0: 3.772e-2, CX1_2: 4.521e-2"
Q2,71.14232590045779,111.80045700226277,5.032578792737298,6.96e-2,7.528554574666058e-3,"CX2_3: 4.109e-2"
Q3,72.59202523048451,75.15625570330926,4.896243928765419,3.6699999999999955e-2,1.7089014108313538e-3,
Q4,47.5320106003868,20.150241993161572,5.030603073367213,6.96e-2,6.9314805661789824e-3,"CX4_3: 6.779e-2, CX4_10: 8.991e-2"
Q5,22.95470138500078,33.130276688153614,5.067160103096831,5.469999999999997e-2,5.231262257346381e-3,"CX5_4: 9.754e-2, CX5_6: 6.258e-2, CX5_9: 5.885e-2"
Q6,62.22371422231832,67.80789356909672,4.923827108687383,3.299999999999992e-2,2.5334589615875203e-3,"CX6_8: 3.631e-2"
Q7,38.890643686979296,77.07640313778091,4.974544694219607,1.5739999999999998e-1,3.782262558840399e-3,"CX7_8: 2.851e-2"
Q8,63.42518015058833,99.56553284320884,4.739553695331741,8.77e-2,4.08023823545256e-3,
Q9,42.75271554621532,78.1323761482349,4.963379414565758,4.1100000000000025e-2,4.748692565044843e-3,"CX9_8: 5.031e-2, CX9_10: 5.133e-2"
Q10,47.16903050050238,51.24210302676893,4.945061849962536,7.46e-2,3.969329795291743e-3,
Q11,56.81320696083262,109.07059392735313,5.005000150717304,5.610000000000004e-2,3.909477574655984e-3,"CX11_3: 2.482e-2, CX11_10: 3.225e-2, CX11_12: 3.930e-2"
Q12,41.860668269559696,71.35623344435841,4.75996031383546,5.879999999999996e-2,7.911020980030825e-3,"CX12_2: 9.194e-2"
Q13,21.286545447830974,39.619197310721255,4.968535410443687,9.870000000000001e-2,9.693267317984922e-3,"CX13_1: 8.186e-2, CX13_12: 1.147e-1"
