Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error
,4.968726128282602,85.31863890265237,59.8857371111866,2.6799999999999935e-2,0.0002394605260808689,"cx0_1: 7.819e-3 "
1,4.770100394714643,124.84653128733731,110.03018881169216,3.0399999999999983e-2,0.0002716055600226576,"cx1_2: 1.652e-2 , cx1_0: 7.819e-3 "
2,5.0151776004293165,88.67934594624897,161.33506022387215,7.810000000000006e-2,0.000667383638285872,"cx2_3: 1.276e-2 , cx2_1: 1.652e-2 "
3,5.2592620870485804,55.670501612634375,105.88349149791974,2.0499999999999963e-2,0.000300892918959972,"cx3_4: 8.381e-3 , cx3_2: 1.276e-2 "
4,4.997610490192777,75.73268681468564,199.5769684293912,2.0399999999999974e-2,0.00027525692106770554,"cx4_3: 8.381e-3 "
