Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.833430576840349,76.80767734883524,139.0541147357906,1.6599999999999948e-2,0.00028379958744345954,"cx0_1: 9.305e-3 "
1,4.623607364055896,144.17266599113634,96.59474681945086,3.0399999999999983e-2,0.0001707305175059526,"cx1_2: 7.117e-3 , cx1_0: 9.305e-3 "
2,4.820530708689159,125.77561029692636,91.54123174614249,1.3299999999999979e-2,0.00020468557012161644,"cx2_3: 9.459e-3 , cx2_1: 7.117e-3 "
3,4.74232292826247,208.1915030905672,57.605630154347935,8.589999999999998e-2,0.0006031104115597816,"cx3_4: 7.416e-3 , cx3_2: 9.459e-3 "
4,4.816325005349435,106.51435509004484,152.04451909496132,1.1399999999999966e-2,0.00022537562905011654,"cx4_3: 7.416e-3 "
