Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error 
Q0,192.73,270.33,4.972,-0.34719,2.730e-2,0.0324,0.0222,4977.778,1.756e-4,1.756e-4,1.756e-4
