Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,51.96,22.56,5.282,-0.33081,7.540e-2,0.0876,0.0632,3352.889,2.165e-3,2.165e-3,2.165e-3,0_2:2.283e-2; 0_1:2.155e-2,0_2:419.556; 0_1:440.889
Q1,51.6,23.59,5.248,-0.33043,3.530e-2,0.0442,0.0264,3352.889,1.479e-3,1.479e-3,1.479e-3,1_2:2.451e-2; 1_0:2.155e-2,1_2:583.111; 1_0:476.444
Q2,67.08,67.29,5.033,-0.37612,9.790e-2,0.0988,0.097,3352.889,5.282e-4,5.282e-4,5.282e-4,2_4:1.258e-2; 2_3:1.271e-2; 2_1:2.451e-2; 2_0:2.283e-2,2_4:391.111; 2_3:519.111; 2_1:618.667; 2_0:455.111
Q3,64.46,29.04,5.292,-0.32974,2.370e-2,0.0356,0.0118,3352.889,3.494e-4,3.494e-4,3.494e-4,3_4:1.324e-2; 3_2:1.271e-2,3_4:469.333; 3_2:483.556
Q4,55.17,34.08,5.078,-0.3331,5.620e-2,0.0762,0.0362,3352.889,5.079e-4,5.079e-4,5.079e-4,4_2:1.258e-2; 4_3:1.324e-2,4_2:355.556; 4_3:504.889
