Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,76.37,48.42,4.822,-0.3399,1.850e-2,0.0308,0.0062,5351.111,2.136e-4,2.136e-4,2.136e-4,0_1:1.441e-2,0_1:497.778
Q1,106.27,94.28,4.76,-0.32644,1.500e-2,0.0204,0.0096,5351.111,6.912e-4,6.912e-4,6.912e-4,1_3:6.854e-3; 1_2:3.503e-2; 1_0:1.441e-2,1_3:355.556; 1_2:398.222; 1_0:462.222
Q2,107.36,135.07,4.907,-0.33862,6.700e-2,0.1198,0.0142,5351.111,3.485e-3,3.485e-3,3.485e-3,2_1:3.503e-2,2_1:433.778
Q3,120.46,246.29,4.879,-0.33864,1.780e-2,0.0246,0.011,5351.111,2.335e-4,2.335e-4,2.335e-4,3_5:9.063e-3; 3_1:6.854e-3,3_5:433.778; 3_1:320
Q4,123.88,52.08,4.871,-0.33889,1.540e-2,0.0228,0.008,5351.111,3.048e-4,3.048e-4,3.048e-4,4_5:7.588e-3,4_5:398.222
Q5,59.04,10.46,4.964,-0.32184,1.520e-2,0.0254,0.005,5351.111,4.238e-4,4.238e-4,4.238e-4,5_6:1.248e-2; 5_4:7.588e-3; 5_3:9.063e-3,5_6:341.333; 5_4:362.667; 5_3:398.222
Q6,86.77,171.5,5.177,-0.33499,2.040e-2,0.0282,0.0126,5351.111,2.547e-4,2.547e-4,2.547e-4,6_5:1.248e-2,6_5:305.778
