Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,65.12,132.78,5.175,-0.3361,1.330e-2,0.0206,0.006,3022.222,3.907e-4,3.907e-4,3.907e-4,0_1:1.126e-2,0_1:412.444
Q1,75.59,106.17,5.267,-0.33255,1.420e-2,0.0244,0.004,3022.222,3.157e-4,3.157e-4,3.157e-4,1_2:8.749e-3; 1_0:1.126e-2,1_2:270.222; 1_0:376.889
Q2,92.51,191.41,5.052,-0.33708,1.093e-1,0.182,0.0366,3022.222,6.142e-4,6.142e-4,6.142e-4,2_3:1.145e-2; 2_1:8.749e-3,2_3:284.444; 2_1:305.778
Q3,106.05,22.78,4.856,-0.32484,1.690e-2,0.0238,0.01,3022.222,3.692e-4,3.692e-4,3.692e-4,3_4:8.671e-3; 3_2:1.145e-2,3_4:419.556; 3_2:320
Q4,84.33,117.14,5.119,-0.33613,1.780e-2,0.0246,0.011,3022.222,2.617e-4,2.617e-4,2.617e-4,4_3:8.671e-3,4_3:384
