Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,188.93,348.47,4.833,-0.34189,2.560e-2,0.0406,0.0106,4017.778,3.380e-4,3.380e-4,3.380e-4,0_1:1.858e-2,0_1:526.222
Q1,134.21,97.41,4.624,-0.32823,1.970e-2,0.0208,0.0186,4017.778,1.560e-4,1.560e-4,1.560e-4,1_2:2.854e-2; 1_0:1.858e-2,1_2:355.556; 1_0:561.778
Q2,117.92,101.76,4.821,-0.34107,1.300e-2,0.017,0.009,4017.778,2.515e-3,2.515e-3,2.515e-3,2_3:5.040e-2; 2_1:2.854e-2,2_3:376.889; 2_1:320
Q3,214.37,117.09,4.742,-0.34013,3.900e-2,0.0636,0.0144,4017.778,1.742e-4,1.742e-4,1.742e-4,3_4:5.076e-3; 3_2:5.040e-2,3_4:376.889; 3_2:412.444
Q4,114.62,160.73,4.816,-0.34291,8.500e-3,0.013,0.004,4017.778,1.843e-4,1.843e-4,1.843e-4,4_3:5.076e-3,4_3:341.333
