Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,92.46,106.73,5.09,-0.33612,3.810e-2,0.048,0.0282,5351.111,1.932e-4,1.932e-4,1.932e-4,0_1:1.376e-2,0_1:810.667
Q1,89.47,121.01,5.245,-0.31657,1.600e-2,0.0246,0.0074,5351.111,2.318e-4,2.318e-4,2.318e-4,1_3:1.849e-2; 1_2:6.762e-3; 1_0:1.376e-2,1_3:433.778; 1_2:448; 1_0:775.111
Q2,55.26,91.34,5.361,-0.33063,2.750e-2,0.0424,0.0126,5351.111,2.959e-4,2.959e-4,2.959e-4,2_1:6.762e-3,2_1:412.444
Q3,71.46,113.26,5.171,-0.33374,1.210e-2,0.0216,0.0026,5351.111,8.104e-4,8.104e-4,8.104e-4,3_4:2.213e-2; 3_1:1.849e-2,3_4:590.222; 3_1:398.222
Q4,96.54,105.34,5.258,-0.33135,1.650e-2,0.0272,0.0058,5351.111,2.359e-4,2.359e-4,2.359e-4,4_3:2.213e-2,4_3:554.667
