Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
Q0,93.5,135.12,5,-0.33689,5.500e-2,0.0722,0.0378,5048.889,5.055e-4,5.055e-4,5.055e-4,0_1:2.755e-2,0_1:689.778
Q1,75.07,60.59,4.844,-0.32571,4.920e-2,0.0674,0.031,5048.889,2.838e-4,2.838e-4,2.838e-4,1_2:9.174e-3; 1_0:2.755e-2,1_2:497.778; 1_0:654.222
Q2,146.73,206.78,4.783,-0.34287,2.020e-2,0.0294,0.011,5048.889,1.801e-4,1.801e-4,1.801e-4,2_3:8.017e-3; 2_1:9.174e-3,2_3:625.778; 2_1:533.333
Q3,168.07,90.23,4.858,-0.32528,2.690e-2,0.0402,0.0136,5048.889,3.414e-4,3.414e-4,3.414e-4,3_4:1.220e-2; 3_2:8.017e-3,3_4:369.778; 3_2:590.222
Q4,94.39,119.97,4.978,-0.33796,4.080e-2,0.058,0.0236,5048.889,1.570e-4,1.570e-4,1.570e-4,4_3:1.220e-2,4_3:334.222
