Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.11485489817562,69.81324639381047,118.33936172633126,3.420000000000001e-2,0.00038341136012230644,"cx0_14: 2.225e-2 , cx0_1: 1.892e-2 "
1,5.235722142352609,42.33021266274985,47.20346338970999,9.399999999999997e-2,0.0007393027730983878,"cx1_13: 4.546e-2 , cx1_2: 1.140e-2 , cx1_0: 1.892e-2 "
2,5.0384673307011285,67.90655116292588,105.86089803600662,2.4799999999999933e-2,0.0005367993113914815,"cx2_12: 6.898e-2 , cx2_3: 3.084e-2 , cx2_1: 1.140e-2 "
3,4.894584936498834,71.15877668268699,9.010752639507142,4.610000000000003e-2,0.0005369413062143482,"cx3_11: 3.823e-2 , cx3_4: 2.512e-2 , cx3_2: 3.084e-2 "
4,5.021576939434883,57.573714158520474,60.640133674303755,4.830000000000001e-2,0.0011545008660594782,"cx4_10: 2.932e-2 , cx4_5: 3.687e-2 , cx4_3: 2.512e-2 "
5,5.073090043160197,19.363562058769755,37.80070316234073,5.9599999999999986e-2,0.003413691455715034,"cx5_9: 4.657e-2 , cx5_6: 5.930e-2 , cx5_4: 3.687e-2 "
6,4.929434672635981,61.556984583738746,71.99102417096935,5.4200000000000026e-2,0.0016409255966123796,"cx6_8: 2.280e-2 , cx6_5: 5.930e-2 "
7,4.982614444209998,36.583820520171614,12.722189049819896,5.5300000000000016e-2,0.001928577248198683,"cx7_8: 2.843e-2 "
8,4.751543559572191,82.02915459243754,126.61943069065481,5.940000000000001e-2,0.0004903715027861175,"cx8_6: 2.280e-2 , cx8_9: 2.634e-2 , cx8_7: 2.843e-2 "
9,4.97345047936205,46.15736551812977,55.51310361172917,1.0040000000000004e-1,0.0014270221270543178,"cx9_5: 4.657e-2 , cx9_10: 3.438e-2 , cx9_8: 2.634e-2 "
10,4.944789434352574,55.68392190550262,61.47187400965984,3.820000000000001e-2,0.0020277287788174926,"cx10_4: 2.932e-2 , cx10_11: 2.300e-2 , cx10_9: 3.438e-2 "
11,4.997420560058487,70.12504863308978,86.75088525963022,1.7999999999999994e-1,0.0004107745060109133,"cx11_3: 3.823e-2 , cx11_12: 1.641e-2 , cx11_10: 2.300e-2 "
12,4.763387692843425,75.69926241056694,54.76328749074122,1.2980000000000003e-1,0.0010899944116851369,"cx12_2: 6.898e-2 , cx12_13: 2.551e-2 , cx12_11: 1.641e-2 "
13,4.974292631713529,28.323737887504105,26.700049593404177,9.079999999999999e-2,0.0019817809421482147,"cx13_14: 4.272e-2 , cx13_1: 4.546e-2 , cx13_12: 2.551e-2 "
14,5.006810313790719,40.06898338075937,31.210378727635472,6.610000000000005e-2,0.0008208259580083676,"cx14_0: 2.225e-2 , cx14_13: 4.272e-2 "
