Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.971852852405576,182.6611165336624,237.8589220110257,1.9769550670970334e-4,1.9769550670970334e-4,2.400000000000002e-2
