Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.224962212570894,56.40156543513177,50.69720583030928,2.4166799076583536e-4,2.4166799076583536e-4,5.7499999999999996e-2,"cx0_1: 8.945e-3 "
1,5.003480427448205,125.75745276016602,126.83922506963648,3.495703265694083e-4,3.495703265694083e-4,3.760000000000008e-2,"cx1_4: 7.269e-3 , cx1_2: 1.265e-2 , cx1_0: 8.945e-3 "
2,5.143800362094826,94.11460285511883,117.43751090261713,2.773169904089553e-4,2.773169904089553e-4,9.800000000000031e-3,"cx2_3: 7.789e-3 , cx2_1: 1.265e-2 "
3,5.2096409503067305,112.16131993888126,153.86073936583804,5.031790505459628e-4,5.031790505459628e-4,1.2599999999999945e-2,"cx3_5: 9.168e-3 , cx3_2: 7.789e-3 "
4,5.087695855021764,117.35530348747994,124.8616535650178,1.8479223708742784e-4,1.8479223708742784e-4,4.580000000000006e-2,"cx4_7: 8.747e-3 , cx4_1: 7.269e-3 "
5,5.167246178568141,119.61249718743375,184.71791952259898,3.166920353994419e-4,3.166920353994419e-4,1.1800000000000033e-2,"cx5_8: 7.765e-3 , cx5_3: 9.168e-3 "
6,5.151661610593711,82.73986897742978,56.75065682322521,3.241609645344915e-4,3.241609645344915e-4,8.610000000000007e-2,"cx6_7: 6.293e-3 "
7,4.915438732210246,138.781564128139,196.05135770216776,1.724695953754067e-4,1.724695953754067e-4,3.590000000000004e-2,"cx7_10: 1.085e-2 , cx7_6: 6.293e-3 , cx7_4: 8.747e-3 "
8,5.033350608933928,117.0245652326891,133.7006330954517,2.6411379370617366e-4,2.6411379370617366e-4,1.4800000000000035e-2,"cx8_9: 8.824e-3 , cx8_5: 7.765e-3 , cx8_11: 5.714e-3 "
9,5.082178998916705,118.22957680554906,84.68693380070413,3.704479133386757e-4,3.704479133386757e-4,1.1199999999999988e-2,"cx9_8: 8.824e-3 "
10,5.097835413447422,96.51174030758717,126.85501077146708,3.840399578953424e-4,3.840399578953424e-4,6.25e-2,"cx10_12: 4.591e-2 , cx10_7: 1.085e-2 "
11,5.116583435931551,127.69305283911322,207.6854171688935,2.4728432982112084e-4,2.4728432982112084e-4,1.1600000000000055e-2,"cx11_8: 5.714e-3 , cx11_14: 9.076e-3 "
12,4.927794748612518,98.61658331486777,143.42814706299205,2.523954525042867e-3,2.523954525042867e-3,7.929999999999993e-2,"cx12_15: 2.016e-2 , cx12_13: 3.307e-2 , cx12_10: 4.591e-2 "
13,5.1276685191113955,111.12238357980529,137.50756820520436,2.7753488984767614e-4,2.7753488984767614e-4,2.106e-1,"cx13_12: 3.307e-2 , cx13_14: 9.035e-3 "
14,5.017283413157198,125.54708269905078,233.8485613677197,2.0112334633970674e-4,2.0112334633970674e-4,1.3399999999999967e-2,"cx14_11: 9.076e-3 , cx14_13: 9.035e-3 , cx14_16: 3.465e-2 "
15,5.091640062036407,102.29079860872871,60.464866391444566,1.1206840664690302e-3,1.1206840664690302e-3,2.7449999999999997e-1,"cx15_18: 1.886e-2 , cx15_12: 2.016e-2 "
16,4.943090411669763,84.65052574305521,53.34021845760078,6.8728648161664905e-3,6.8728648161664905e-3,4.0999999999999925e-2,"cx16_19: 1.280e-1 , cx16_14: 3.465e-2 "
17,5.15780525208028,60.869729858247034,68.9332457780247,4.8789126004628876e-4,4.8789126004628876e-4,1.4799999999999924e-2,"cx17_18: 1.877e-2 "
18,5.059726541920158,93.975433605311,116.26490381671073,1.4587017961780109e-3,1.4587017961780109e-3,1.5700000000000047e-2,"cx18_17: 1.877e-2 , cx18_15: 1.886e-2 , cx18_21: 1.201e-2 "
19,5.069445261647327,95.082731335606,60.922444368557244,4.888454777597242e-4,4.888454777597242e-4,1.3900000000000023e-2,"cx19_22: 4.457e-2 , cx19_16: 1.280e-1 , cx19_20: 1.853e-2 "
20,4.9160594400291195,156.88065870063446,49.49706816729983,4.240544498125384e-4,4.240544498125384e-4,1.7199999999999993e-2,"cx20_19: 1.853e-2 "
21,5.14472868558601,110.37600586568355,64.22551553550724,3.40682807101656e-4,3.40682807101656e-4,1.29999999999999e-2,"cx21_18: 1.201e-2 , cx21_23: 1.232e-2 "
22,5.121439002317635,123.38287081014144,126.99856821963726,8.272172422089674e-4,8.272172422089674e-4,2.1600000000000064e-2,"cx22_19: 4.457e-2 , cx22_25: 4.175e-2 "
23,5.100166397715177,113.47029779449575,43.126037439057825,4.224135565150761e-4,4.224135565150761e-4,6.740000000000002e-2,"cx23_24: 1.085e-2 , cx23_21: 1.232e-2 "
24,4.963363900460583,86.97167472064432,107.48017729773149,1.9990197525710963e-4,1.9990197525710963e-4,1.32000000000001e-2,"cx24_25: 6.248e-3 , cx24_23: 1.085e-2 "
25,5.06463261701273,87.09326290480804,171.0609160682302,2.641139688726229e-4,2.641139688726229e-4,7.800000000000029e-3,"cx25_26: 1.272e-2 , cx25_24: 6.248e-3 , cx25_22: 4.175e-2 "
26,5.215727081232004,89.88214777730033,113.71442768790006,2.6882708444198695e-4,2.6882708444198695e-4,9.600000000000053e-3,"cx26_25: 1.272e-2 "
