Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,73.34101823826559,25.853015841338113,5.100129013706801,2.7900000000000036e-2,3.3229173225951536e-3,
Q1,52.01478571911235,98.76356632054988,5.238518309485111,6.159999999999999e-2,1.7710539106790102e-2,"CX1_0: 4.309e-2, CX1_2: 3.963e-2"
Q2,67.98507184902299,133.78955937801223,5.032581747033168,3.73e-2,8.551917018405852e-3,"CX2_3: 6.909e-2"
Q3,34.21246597868836,21.826974914315212,4.896244009748126,6.299999999999994e-2,1.1072396319510291e-2,
Q4,49.9076496612624,21.024580505925694,5.029809944529916,3.8799999999999946e-2,1.4838983058391375e-2,"CX4_3: 5.490e-2, CX4_10: 4.371e-2"
Q5,28.102741414036,51.36364831963036,5.067156705009729,6.979999999999997e-2,8.682833993313044e-3,"CX5_4: 9.596e-2, CX5_6: 9.112e-2, CX5_9: 8.482e-2"
Q6,31.89028448848734,31.83376530819514,4.923821440340775,6.659999999999999e-2,1.2526023561930555e-2,"CX6_8: 5.753e-2"
Q7,38.293059040890455,68.58463953909772,4.97456724942741,1.1570000000000003e-1,3.343591325082329e-3,"CX7_8: 4.418e-2"
Q8,44.47957931038087,66.47469936148875,4.739551259972647,3.920000000000001e-2,3.365578574452077e-3,
Q9,50.726347549955584,85.1000636434534,4.963381951326379,5.449999999999999e-2,6.5066971182095035e-3,"CX9_8: 5.252e-2, CX9_10: 4.765e-2"
Q10,45.76468130251652,48.51110623228097,4.945057954240536,4.420000000000002e-2,3.793064891835285e-3,
Q11,55.97569886394506,90.35910173558962,5.005002026316753,2.0399999999999974e-2,3.198257709716157e-3,"CX11_3: 8.507e-2, CX11_10: 6.993e-2, CX11_12: 4.028e-2"
Q12,85.03278384084037,113.05817720509143,4.760084438231811,2.8100000000000014e-2,1.0911917851404218e-2,"CX12_2: 1.066e-1"
Q13,18.81917744436412,29.687554118919003,4.968523938954226,1.0329999999999995e-1,1.2817411934230694e-2,"CX13_1: 1.649e-1, CX13_12: 5.738e-2"
