Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.091542888226422,41.09477732647268,71.60339455906366,3.900556268433781e-4,3.900556268433781e-4,2.100000000000002e-2,"cx0_1: 8.026e-3 "
1,5.013258253129267,101.62023037381903,39.173719823247,3.441193900225518e-4,3.441193900225518e-4,5.919999999999992e-2,"cx1_4: 1.172e-2 , cx1_0: 8.026e-3 , cx1_2: 9.881e-3 "
2,4.863038140687116,105.0202616843048,67.95203630956567,2.1121278329384565e-4,2.1121278329384565e-4,1.2699999999999934e-2,"cx2_3: 6.264e-3 , cx2_1: 9.881e-3 "
3,5.10440240463614,93.24607281518999,63.53619087276766,2.745787938708311e-4,2.745787938708311e-4,1.3600000000000056e-2,"cx3_5: 6.736e-3 , cx3_2: 6.264e-3 "
4,5.064054174510865,145.36531038294285,77.08517564025269,3.420692141453555e-4,3.420692141453555e-4,2.4399999999999977e-2,"cx4_7: 9.836e-3 , cx4_1: 1.172e-2 "
5,4.893159247004349,85.22707149229832,62.58840068229111,1.875522976773806e-4,1.875522976773806e-4,1.4900000000000024e-2,"cx5_8: 1.048e-2 , cx5_3: 6.736e-3 "
6,4.993602381768449,125.73472536830678,170.73761530162128,3.5642072424929864e-4,3.5642072424929864e-4,3.370000000000006e-2,"cx6_7: 1.075e-2 "
7,4.943160195462902,73.69835453083795,117.34880773701717,3.3710283106095084e-4,3.3710283106095084e-4,3.810000000000002e-2,"cx7_10: 1.115e-2 , cx7_4: 9.836e-3 , cx7_6: 1.075e-2 "
8,4.761310811641461,103.44149472519943,108.7275663225504,2.9648737798488423e-4,2.9648737798488423e-4,4.859999999999998e-2,"cx8_5: 1.048e-2 , cx8_11: 6.057e-3 , cx8_9: 5.852e-3 "
9,4.849743584874409,129.666854270227,108.58131030363627,2.0300670400771683e-4,2.0300670400771683e-4,1.8899999999999917e-2,"cx9_8: 5.852e-3 "
10,5.046754239878423,115.5583726266362,151.79504728138673,2.9205085282014656e-4,2.9205085282014656e-4,2.30999999999999e-2,"cx10_12: 3.072e-2 , cx10_7: 1.115e-2 "
11,4.846895225924875,75.10165849019938,75.27172522659475,3.78118310229719e-4,3.78118310229719e-4,2.190000000000003e-2,"cx11_8: 6.057e-3 , cx11_14: 7.817e-3 "
12,4.9988379633658,72.42632326807035,24.566925318018836,1.8503736145784454e-3,1.8503736145784454e-3,1.9430000000000003e-1,"cx12_10: 3.072e-2 , cx12_15: 1.496e-2 , cx12_13: 2.269e-2 "
13,4.881594253511559,146.5440576669913,193.8318729950906,2.742647100323533e-4,2.742647100323533e-4,1.0699999999999932e-2,"cx13_14: 6.088e-3 , cx13_12: 2.269e-2 "
14,5.097442128910359,113.39478319527142,141.5703330490771,2.9927621514502876e-4,2.9927621514502876e-4,2.959999999999996e-2,"cx14_13: 6.088e-3 , cx14_16: 8.953e-3 , cx14_11: 7.817e-3 "
15,4.7612296059445045,136.09047993240375,99.90847417182079,1.6444184644858273e-4,1.6444184644858273e-4,1.2799999999999923e-2,"cx15_18: 9.325e-3 , cx15_12: 1.496e-2 "
16,4.9677862648061,82.82936194891394,70.63305579852407,1.0181849475523256e-3,1.0181849475523256e-3,1.970000000000005e-2,"cx16_19: 1.295e-2 , cx16_14: 8.953e-3 "
17,5.05450497444918,108.34089501452804,43.67573766903801,2.0446507656172628e-4,2.0446507656172628e-4,5.6599999999999984e-2,"cx17_18: 1.726e-2 "
18,4.895166976893651,61.764350371625994,29.03717905088457,4.2578796981331126e-4,4.2578796981331126e-4,1.4379999999999993e-1,"cx18_17: 1.726e-2 , cx18_21: 1.004e-2 , cx18_15: 9.325e-3 "
19,4.893536147709725,125.39369490380234,183.40274698061916,2.1965604475369664e-4,2.1965604475369664e-4,9.450000000000003e-2,"cx19_20: 1.047e-2 , cx19_16: 1.295e-2 , cx19_22: 1.735e-2 "
20,5.0259423291981635,67.14510192537463,96.92482832941865,2.855607079495374e-4,2.855607079495374e-4,9.630000000000005e-2,"cx20_19: 1.047e-2 "
21,4.9425178171749256,137.00333869735994,42.67804083876983,2.8529575046377475e-4,2.8529575046377475e-4,7.309999999999994e-2,"cx21_23: 7.070e-3 , cx21_18: 1.004e-2 "
22,4.984719230125106,68.05254656014615,177.27001228220203,2.6234251204996405e-4,2.6234251204996405e-4,4.74e-2,"cx22_25: 8.037e-3 , cx22_19: 1.735e-2 "
23,5.071131109624774,63.29223365151444,86.10638064965592,2.9851034880090275e-4,2.9851034880090275e-4,3.499999999999992e-2,"cx23_21: 7.070e-3 , cx23_24: 1.137e-2 "
24,4.9692434611143765,140.53618197301492,138.175950851257,2.0045659993756518e-4,2.0045659993756518e-4,3.0299999999999994e-2,"cx24_25: 8.274e-3 , cx24_23: 1.137e-2 "
25,4.8907964385609075,45.839778910634145,80.27614696852834,2.7521414257570593e-4,2.7521414257570593e-4,3.950000000000009e-2,"cx25_26: 8.454e-3 , cx25_22: 8.037e-3 , cx25_24: 8.274e-3 "
26,5.020545438120179,57.19222868290725,88.62399256276132,2.194464573923438e-4,2.194464573923438e-4,2.960000000000007e-2,"cx26_25: 8.454e-3 "
