Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.175373928235251,108.57729102800005,173.7133751988252,3.2558348504231285e-4,3.2558348504231285e-4,9.800000000000031e-3,"cx0_1: 1.107e-2 "
1,5.267212501462552,75.46346768423345,85.5685477761211,3.3278154023678894e-4,3.3278154023678894e-4,1.5900000000000025e-2,"cx1_2: 1.513e-2 , cx1_0: 1.107e-2 "
2,5.052428412440462,38.326024248379504,59.5363038045999,5.706095120478467e-4,5.706095120478467e-4,3.4399999999999986e-2,"cx2_3: 9.070e-3 , cx2_1: 1.513e-2 "
3,4.8559266107163515,120.87340237371204,25.950613748647008,2.640012169198799e-4,2.640012169198799e-4,1.8000000000000016e-2,"cx3_4: 6.583e-3 , cx3_2: 9.070e-3 "
4,5.118537228836944,80.7599605528719,109.57095811385352,2.424829858808185e-4,2.424829858808185e-4,1.9500000000000073e-2,"cx4_3: 6.583e-3 "
