Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,4.833426569986278,74.7448251342869,128.64749064315725,2.0669226750169036e-4,2.0669226750169036e-4,1.3299999999999979e-2,"cx0_1: 6.300e-3 "
1,4.6236103932383035,154.0962434777682,92.45708785000565,1.6580756137302954e-4,1.6580756137302954e-4,1.4399999999999968e-2,"cx1_2: 6.886e-3 , cx1_0: 6.300e-3 "
2,4.820534248353357,115.63911947855485,99.27142368307035,2.582241391046228e-4,2.582241391046228e-4,1.8000000000000016e-2,"cx2_3: 5.720e-3 , cx2_1: 6.886e-3 "
3,4.742310938423292,147.7167699908255,93.3185433739481,1.83792180071135e-4,1.83792180071135e-4,1.5600000000000058e-2,"cx3_4: 5.200e-3 , cx3_2: 5.720e-3 "
4,4.816324571878743,128.01668347970926,121.87494564521668,1.7806932174123084e-4,1.7806932174123084e-4,9.600000000000053e-3,"cx4_3: 5.200e-3 "
