Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.833428942339912,159.39267208803687,210.00470862665404,1.3299999999999979e-2,0.00028899437232241307,"cx0_1: 6.280e-3 "
1,4.623605913512685,167.71938386952877,103.5291385514575,1.419999999999999e-2,0.00016007017424706413,"cx1_2: 6.987e-3 , cx1_0: 6.280e-3 "
2,4.820531140456621,121.89712788206792,89.5892694661784,1.3000000000000012e-2,0.00019460864188441468,"cx2_3: 6.369e-2 , cx2_1: 6.987e-3 "
3,4.742344541771692,105.15834256358647,4.177243982258592,1.1270000000000002e-1,0.004378756076044217,"cx3_4: 5.807e-2 , cx3_2: 6.369e-2 "
4,4.816323440826475,113.19174450544277,134.2214734478287,1.9400000000000084e-2,0.00025683110951896384,"cx4_3: 5.807e-2 "
