Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,70.1210303344637,20.404525109005995,5.100114671557742,3.849999999999998e-2,5.405396446982791e-3,
Q1,57.45042517891753,86.4473352922511,5.23851652164738,4.139999999999999e-2,1.5051207296004288e-2,"CX1_0: 4.664e-2, CX1_2: 8.652e-2"
Q2,52.53666903235294,80.82201782184038,5.032578411974225,4.0100000000000025e-2,6.534300960942319e-3,"CX2_3: 3.620e-2"
Q3,88.51148654504561,68.38843184449813,4.896246328545174,4.4499999999999984e-2,2.024617880811097e-3,
Q4,48.263189132245465,15.524920299911146,5.029949381949249,7.56e-2,3.737399691041687e-2,"CX4_3: 1.451e-1, CX4_10: 1.110e-1"
Q5,25.87107333029526,30.414074252609417,5.067158307298206,5.5499999999999994e-2,8.373958390297198e-3,"CX5_4: 1.127e-1, CX5_6: 5.714e-2, CX5_9: 7.565e-2"
Q6,66.4825827306147,74.13656025768425,4.923825953323899,8.420000000000005e-2,2.245328545327663e-3,"CX6_8: 3.682e-2"
Q7,49.460881221275,71.66479120597201,4.974540649497208,1.0699999999999998e-1,2.882743667000698e-3,"CX7_8: 3.867e-2"
Q8,54.05974420082298,84.59447528732527,4.739553760847839,3.600000000000003e-2,3.6572438785624772e-3,
Q9,44.60359502657681,80.76124208892858,4.963381611623126,3.410000000000002e-2,4.670662247063584e-3,"CX9_8: 4.294e-2, CX9_10: 5.053e-2"
Q10,37.48740915041789,47.40115806282777,4.94506250271685,6.0799999999999965e-2,3.5733541228264443e-3,
Q11,54.08128113550878,105.04071516450855,5.0049991687173785,4.049999999999998e-2,3.562461546853135e-3,"CX11_3: 2.893e-2, CX11_10: 4.262e-2, CX11_12: 4.912e-2"
Q12,55.89699262783978,97.80337712242527,4.759960133482428,3.990000000000005e-2,5.351434877980399e-3,"CX12_2: 7.511e-2"
Q13,25.51283655667557,44.31539933049786,4.968522175248116,5.249999999999999e-2,1.12442283154226e-2,"CX13_1: 1.548e-1, CX13_12: 7.179e-2"
