Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.000435344005605,91.31904625032716,86.2163782717014,6.359999999999999e-2,2.961035973406029e-4,"cx0_1: 1.889e-2 "
1,4.845257455386605,111.76283667738775,69.54564945903621,3.1000000000000028e-2,1.985305994727538e-4,"cx1_2: 7.818e-3 , cx1_0: 1.889e-2 "
2,4.782929531607623,211.88640688045635,309.87792479736163,7.099999999999995e-2,1.6963198113382385e-4,"cx2_3: 9.870e-3 , cx2_1: 7.818e-3 "
3,4.858092919787007,103.57063669440882,116.87086187970752,5.810000000000004e-2,6.479418642751375e-4,"cx3_4: 7.222e-3 , cx3_2: 9.870e-3 "
4,4.978338155035841,94.47977654283832,171.6024776085328,3.6699999999999955e-2,1.714335129686929e-4,"cx4_3: 7.222e-3 "
