Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114860182123629,61.189044337852,96.81855638555129,4.720000000000002e-2,0.00041605974315504324,"cx0_14: 2.029e-2 , cx0_1: 1.682e-2 "
1,5.235713423627862,56.350972360102105,50.6260241311421,8.590000000000009e-2,0.0007519498527700301,"cx1_13: 4.373e-2 , cx1_2: 9.710e-3 , cx1_0: 1.682e-2 "
2,5.038466229706317,70.53550219333455,107.79865227157804,2.540000000000009e-2,0.000449737841339681,"cx2_12: 5.595e-2 , cx2_3: 2.726e-2 , cx2_1: 9.710e-3 "
3,4.894583752436701,67.45662337665755,16.408345784393656,4.069999999999996e-2,0.0007403530966934072,"cx3_11: 3.124e-2 , cx3_4: 2.204e-2 , cx3_2: 2.726e-2 "
4,5.021580872084414,54.38737493150724,44.122890649694455,9.37e-2,0.0008021379839592285,"cx4_10: 3.910e-2 , cx4_5: 3.473e-2 , cx4_3: 2.204e-2 "
5,5.073085534345392,19.543528194685948,36.305789948120875,5.2999999999999936e-2,0.0023161423246108015,"cx5_9: 5.783e-2 , cx5_6: 5.302e-2 , cx5_4: 3.473e-2 "
6,4.929432655273106,66.48056259939963,35.87812180724943,3.5800000000000054e-2,0.0015780074545772877,"cx6_8: 2.859e-2 , cx6_5: 5.302e-2 "
7,4.982613173746142,42.37846248276415,14.79916907302197,3.610000000000002e-2,0.0017624542883084135,"cx7_8: 2.723e-2 "
8,4.751547023315608,99.90773481382217,86.91352679660541,5.830000000000002e-2,0.0006141197109629916,"cx8_6: 2.859e-2 , cx8_9: 3.158e-2 , cx8_7: 2.723e-2 "
9,4.973451378899062,34.75201580852259,45.080418966005055,8.129999999999993e-2,0.0025317355068843342,"cx9_5: 5.783e-2 , cx9_10: 4.409e-2 , cx9_8: 3.158e-2 "
10,4.9447892793037855,52.10210418634575,56.02110843269948,4.800000000000004e-2,0.0022863033284695237,"cx10_4: 3.910e-2 , cx10_11: 2.962e-2 , cx10_9: 4.409e-2 "
11,4.997426194226848,62.244717011414636,83.97956593410697,1.9209999999999994e-1,0.0004368558120916944,"cx11_3: 3.124e-2 , cx11_12: 1.674e-2 , cx11_10: 2.962e-2 "
12,4.763382921606845,83.84225184128147,64.93866120983228,1.0040000000000004e-1,0.0010076055002955103,"cx12_2: 5.595e-2 , cx12_13: 2.438e-2 , cx12_11: 1.674e-2 "
13,4.974293513654114,30.198105778421283,30.388872986021138,9.840000000000004e-2,0.001863968545013934,"cx13_14: 3.082e-2 , cx13_1: 4.373e-2 , cx13_12: 2.438e-2 "
14,5.006794573991358,35.89067848280652,54.426994066792076,5.579999999999996e-2,0.000792235631561673,"cx14_0: 2.029e-2 , cx14_13: 3.082e-2 "
