Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,31.6247556203679,21.422826730909982,5.100124463736708,3.3500000000000085e-2,8.368190453691526e-3,
Q1,62.98532855329969,87.5163938179684,5.238526609921694,7.769999999999999e-2,1.5476882424482308e-2,"CX1_0: 4.745e-2, CX1_2: 4.964e-2"
Q2,71.2598236656453,139.6522154912435,5.032579529277839,3.509999999999991e-2,7.567046567506508e-3,"CX2_3: 3.681e-2"
Q3,67.84303038060793,55.935157840364134,4.896243907506069,4.830000000000001e-2,3.274012354735678e-3,
Q4,43.11872736334605,18.24848967939899,5.03069674733551,1.1420000000000008e-1,1.1195770236511748e-2,"CX4_3: 5.488e-2, CX4_10: 1.176e-1"
Q5,26.86042191691898,50.702426728851336,5.067160893568891,5.300000000000005e-2,4.371290273798567e-3,"CX5_4: 1.119e-1, CX5_6: 5.530e-2, CX5_9: 5.848e-2"
Q6,61.68372328021672,68.32072764121774,4.923826573948824,4.6699999999999964e-2,2.511555732658266e-3,"CX6_8: 2.974e-2"
Q7,49.84035291024472,80.75529648338737,4.9745437473599,7.410000000000005e-2,2.372158554855064e-3,"CX7_8: 3.642e-2"
Q8,59.35712625412812,87.6101354685309,4.739555657079982,3.839999999999999e-2,2.7729059562074942e-3,
Q9,42.225267308948325,75.07871449137903,4.963378324879887,5.0000000000000044e-2,6.208498503742721e-3,"CX9_8: 4.647e-2, CX9_10: 4.324e-2"
Q10,37.97868232629133,58.69279576579864,4.945065751081228,6.269999999999998e-2,3.7094975327296442e-3,
Q11,59.75373459322577,59.79807320615676,5.005001219177069,4.459999999999997e-2,5.041317999071371e-3,"CX11_3: 3.666e-2, CX11_10: 3.937e-2, CX11_12: 5.809e-2"
Q12,53.43193962835208,86.74335555094075,4.759961618917543,5.04e-2,8.25058863132666e-3,"CX12_2: 7.302e-2"
Q13,23.468480090172,39.31212467891059,4.968533619271848,4.810000000000003e-2,1.1886718058686241e-2,"CX13_1: 1.158e-1, CX13_12: 4.992e-2"
