Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.971851249523734,158.77411162407353,270.0599253153336,1.202773580951578e-4,1.202773580951578e-4,2.3600000000000065e-2
