Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.282253294241917,39.511394975308356,24.130325360137693,1.2311133020269278e-3,1.2311133020269278e-3,6.129999999999991e-2,"cx0_2: 2.575e-2 , cx0_1: 2.049e-2 "
1,5.2475219807799425,60.27210264564784,22.628503513031244,1.0012014397257347e-3,1.0012014397257347e-3,3.739999999999999e-2,"cx1_2: 3.152e-2 , cx1_0: 2.049e-2 "
2,5.0333702833383756,64.93711509050004,80.75954830667746,7.424126505031758e-4,7.424126505031758e-4,9.17e-2,"cx2_4: 3.990e-2 , cx2_3: 2.333e-2 , cx2_1: 3.152e-2 , cx2_0: 2.575e-2 "
3,5.291985496275676,42.34952410605565,28.0568510861801,5.598499405256549e-4,5.598499405256549e-4,4.849999999999999e-2,"cx3_4: 4.566e-2 , cx3_2: 2.333e-2 "
4,5.078414708364995,7.000431929174597,15.27612513387241,3.7514391403761136e-3,3.7514391403761136e-3,1.1680000000000001e-1,"cx4_2: 3.990e-2 , cx4_3: 4.566e-2 "
