Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,4.796556901072327,121.70801410836629,17.04998277501956,4.135213478316029e-4,4.135213478316029e-4,7.509999999999994e-2,"cx0_1: 1.201e-2 "
1,4.940124055522915,111.68515230748554,132.02334409889457,5.020255558466025e-4,5.020255558466025e-4,2.2499999999999964e-2,"cx1_3: 9.297e-3 , cx1_2: 6.590e-3 , cx1_0: 1.201e-2 "
2,4.8335109735072015,101.82043779287683,68.98073019654157,4.0033040197886486e-4,4.0033040197886486e-4,1.4599999999999946e-2,"cx2_1: 6.590e-3 "
3,4.807961451396523,116.71958434938585,85.88197428799032,6.149355812506126e-4,6.149355812506126e-4,2.1500000000000075e-2,"cx3_4: 7.130e-3 , cx3_1: 9.297e-3 "
4,4.749674209642721,86.8005228353819,46.85422114328585,6.307673923554075e-4,6.307673923554075e-4,3.3299999999999996e-2,"cx4_3: 7.130e-3 "
