Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114858888511401,71.33445689936136,105.89539895937196,4.760000000000009e-2,0.0004120914743637719,"cx0_14: 2.162e-2 , cx0_1: 1.803e-2 "
1,5.23571662753955,51.18876203480795,51.20701134973773,9.119999999999995e-2,0.0010593834409503076,"cx1_13: 4.317e-2 , cx1_2: 8.891e-3 , cx1_0: 1.803e-2 "
2,5.038467141293557,59.197639589290084,89.7373254628448,2.629999999999999e-2,0.0004255807841536771,"cx2_12: 5.902e-2 , cx2_3: 2.482e-2 , cx2_1: 8.891e-3 "
3,4.894587493225441,62.00334214372512,16.466292451118367,3.759999999999997e-2,0.0005662573397536124,"cx3_11: 3.242e-2 , cx3_4: 3.351e-2 , cx3_2: 2.482e-2 "
4,5.021581955916125,55.63504981570553,57.3343802920695,7.069999999999999e-2,0.0007764915854093909,"cx4_10: 3.321e-2 , cx4_5: 3.685e-2 , cx4_3: 3.351e-2 "
5,5.073086914039934,20.892448236315282,40.86301010456661,4.530000000000001e-2,0.0026006001793335218,"cx5_9: 3.384e-2 , cx5_6: 5.409e-2 , cx5_4: 3.685e-2 "
6,4.9294356468583524,67.38201897220775,63.15724377791031,1.3969999999999994e-1,0.0010782945078396,"cx6_8: 2.390e-2 , cx6_5: 5.409e-2 "
7,4.982615067699119,36.06287447469732,13.297477499225243,4.5600000000000085e-2,0.0023587935332825684,"cx7_8: 2.410e-2 "
8,4.751543705576121,111.21064529311485,146.22137755428426,5.510000000000004e-2,0.0005084919458349882,"cx8_6: 2.390e-2 , cx8_9: 2.145e-2 , cx8_7: 2.410e-2 "
9,4.973451475928596,45.653887586949644,59.34206358773474,7.96e-2,0.0018947479136350621,"cx9_5: 3.384e-2 , cx9_10: 3.351e-2 , cx9_8: 2.145e-2 "
10,4.944789831544921,48.0399999960109,61.59678706869418,4.719999999999991e-2,0.0017941814597288305,"cx10_4: 3.321e-2 , cx10_11: 2.295e-2 , cx10_9: 3.351e-2 "
11,4.997421314654626,59.656685282769836,85.95365848505173,1.8620000000000003e-1,0.0004436584149841915,"cx11_3: 3.242e-2 , cx11_12: 1.679e-2 , cx11_10: 2.295e-2 "
12,4.763384217999045,63.51616686650865,60.87478465512414,1.0050000000000003e-1,0.0008100412704054159,"cx12_2: 5.902e-2 , cx12_13: 2.281e-2 , cx12_11: 1.679e-2 "
13,4.974292812993624,30.61817028538571,30.40099071065105,9.079999999999999e-2,0.002010819349705283,"cx13_14: 3.421e-2 , cx13_1: 4.317e-2 , cx13_12: 2.281e-2 "
14,5.006792180826723,41.771408831480265,48.4584554697911,6.220000000000003e-2,0.0007970445523684414,"cx14_0: 2.162e-2 , cx14_13: 3.421e-2 "
