Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,71.20932636746151,25.075754616138102,5.100146577516017,2.639999999999998e-2,5.076421403064635e-3,
Q1,61.82820310961758,139.2046615801154,5.238525991631989,3.649999999999998e-2,1.3653864884059952e-2,"CX1_0: 3.593e-2, CX1_2: 5.298e-2"
Q2,42.18527290568684,88.37133656698552,5.032580243087498,4.049999999999998e-2,8.14369134327686e-3,"CX2_3: 5.307e-2"
Q3,58.208950746613475,71.41333035542557,4.896246007563015,5.190000000000006e-2,2.375105140147493e-3,
Q4,40.54635882436923,19.384601035461294,5.030706039582214,5.349999999999999e-2,7.953160024864125e-3,"CX4_3: 8.750e-2, CX4_10: 9.068e-2"
Q5,25.909053379630215,39.093525903006864,5.067159034812074,6.709999999999994e-2,6.885623638612004e-3,"CX5_4: 9.956e-2, CX5_6: 7.305e-2, CX5_9: 7.781e-2"
Q6,31.303575499366918,82.29100560799021,4.923824318120776,3.4499999999999975e-2,4.996730044988129e-3,"CX6_8: 4.876e-2"
Q7,51.31924371380125,72.57681432827255,4.974567970269928,2.2540000000000004e-1,2.2613860225435545e-3,"CX7_8: 2.853e-2"
Q8,59.60610421502058,97.38338194788422,4.739556003545479,3.259999999999996e-2,3.2716212485972562e-3,
Q9,44.78323037413997,73.26962830479759,4.963373346759247,5.699999999999994e-2,7.025746075638661e-3,"CX9_8: 5.689e-2, CX9_10: 5.231e-2"
Q10,49.65606502924671,56.146931172710076,4.945062025913709,4.489999999999994e-2,3.432805976822606e-3,
Q11,60.6336271013613,117.27298336466713,5.005003936907,3.970000000000007e-2,2.89623466136546e-3,"CX11_3: 3.829e-2, CX11_10: 3.560e-2, CX11_12: 5.182e-2"
Q12,85.40802809389336,145.38848356235638,4.760083239319609,4.139999999999999e-2,8.725577168615328e-3,"CX12_2: 6.717e-2"
Q13,13.195809196488554,18.826788228110974,4.9685038889370094,1.0759999999999992e-1,1.901879885593616e-2,"CX13_1: 1.602e-1, CX13_12: 5.998e-2"
