Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.96865882068957,81.24472396226052,70.22184306901691,2.510000000000001e-2,2.4387860770068204e-4,"cx0_1: 7.232e-3 "
1,4.770076803351846,47.97795204709846,68.36145116898382,2.9200000000000004e-2,2.834830090597586e-4,"cx1_2: 2.067e-2 , cx1_0: 7.232e-3 "
2,5.015162760387151,76.23270634518431,72.59266770581331,2.6499999999999968e-2,2.951539098515651e-4,"cx2_3: 7.336e-3 , cx2_1: 2.067e-2 "
3,5.259259991280747,48.848162675926126,74.31396784161697,1.8299999999999983e-2,2.9879307868709655e-4,"cx3_4: 2.626e-2 , cx3_2: 7.336e-3 "
4,4.997676759364913,103.62470781049237,122.54760901951681,4.8799999999999955e-2,1.037579791248554e-3,"cx4_3: 2.626e-2 "
