Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,73.22592265906641,24.448802860444253,5.100160075150975,3.980000000000006e-2,4.593591703965116e-3,
Q1,67.96493699282887,113.81291168565865,5.238525656042154,9.949999999999992e-2,1.0167716102014057e-2,"CX1_0: 4.424e-2, CX1_2: 2.833e-2"
Q2,67.89010378370372,128.0660092726732,5.032581594037637,3.939999999999999e-2,6.390414346855389e-3,"CX2_3: 4.284e-2"
Q3,78.70417540190245,62.98631949298378,4.896244987899192,4.390000000000005e-2,2.2723902273191765e-3,
Q4,45.91188336901398,20.859022364454933,5.029954980949316,6.479999999999997e-2,1.7932847814951636e-2,"CX4_3: 6.056e-2, CX4_10: 9.487e-2"
Q5,26.315885517189848,49.161161774141256,5.067159501227306,5.8499999999999996e-2,4.922355448400584e-3,"CX5_4: 8.039e-2, CX5_6: 8.284e-2, CX5_9: 7.010e-2"
Q6,2.955125030191153,54.385031130001614,4.923777385503212,7.109999999999994e-2,6.140515947766878e-3,"CX6_8: 3.092e-2"
Q7,43.760229466112584,60.37024453155299,4.974564151574361,9.670000000000001e-2,3.7913179005604203e-3,"CX7_8: 3.375e-2"
Q8,59.6533604303541,86.13674538339654,4.739559174065289,5.509999999999993e-2,4.582817245752713e-3,
Q9,47.36132340042259,71.87545975556272,4.963380571790529,4.690000000000005e-2,8.009716783180076e-3,"CX9_8: 5.117e-2, CX9_10: 1.236e-1"
Q10,51.348408853156506,20.680898950462524,4.945052534060531,7.340000000000002e-2,1.0201606238507188e-2,
Q11,64.68249720284672,109.81009094228588,5.005005007526892,3.279999999999994e-2,4.5725000046056286e-3,"CX11_3: 3.165e-2, CX11_10: 3.335e-2, CX11_12: 4.554e-2"
Q12,57.9255485780213,105.38998043785398,4.759976178166539,4.249999999999998e-2,7.477619120683898e-3,"CX12_2: 8.101e-2"
Q13,17.898585758777475,33.00490771526925,4.968509949014562,6.36000000000001e-2,1.3199231315276228e-2,"CX13_1: 1.741e-1, CX13_12: 6.086e-2"
