Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error
,5.11328696845763,74.33681006028604,65.14914397154652,4.1627588389260556e-4,4.1627588389260556e-4,1.859999999999995e-2,"cx0_1: 9.956e-3 "
1,5.1611534524955855,50.83575129846451,98.18635674018921,4.6702291395803397e-4,4.6702291395803397e-4,1.7199999999999993e-2,"cx1_0: 9.956e-3 , cx1_4: 7.142e-3 , cx1_2: 1.406e-2 "
2,5.3109761013618275,46.811043203848534,63.715322689419466,3.5616111345669474e-4,3.5616111345669474e-4,4.349999999999998e-2,"cx2_3: 1.596e-2 , cx2_1: 1.406e-2 "
3,5.460082379501981,77.45520439674696,74.13299760107776,1.829455897420316e-3,1.829455897420316e-3,2.639999999999998e-2,"cx3_2: 1.596e-2 , cx3_5: 1.304e-2 "
4,5.353503996227439,61.26453999055254,66.35038035723151,2.5091163269153993e-4,2.5091163269153993e-4,1.319999999999999e-2,"cx4_7: 1.023e-2 , cx4_1: 7.142e-3 "
5,5.303494808504549,87.80762404751475,113.23208288922865,3.654037311370105e-4,3.654037311370105e-4,1.529999999999998e-2,"cx5_3: 1.304e-2 , cx5_8: 7.972e-3 "
6,5.136353645854866,70.23777884041428,14.54626401296732,2.8662113274313813e-4,2.8662113274313813e-4,1.5800000000000036e-2,"cx6_7: 8.498e-3 "
7,5.202523088049659,84.40361868753719,115.1478379702318,2.285675467901869e-4,2.285675467901869e-4,1.319999999999999e-2,"cx7_4: 1.023e-2 , cx7_6: 8.498e-3 , cx7_10: 7.167e-3 "
8,5.174624270192653,50.84524265903211,71.13765401666855,2.898278163629715e-4,2.898278163629715e-4,2.0499999999999963e-2,"cx8_9: 9.240e-3 , cx8_11: 7.388e-3 , cx8_5: 7.972e-3 "
9,5.253700264877755,126.0395051670676,76.54017103390896,2.3076407349124784e-4,2.3076407349124784e-4,1.6000000000000014e-2,"cx9_8: 9.240e-3 "
10,5.426609259633678,84.77510104161749,107.21600223780895,2.848852570580207e-4,2.848852570580207e-4,1.770000000000005e-2,"cx10_12: 1.231e-2 , cx10_7: 7.167e-3 "
11,5.390185390250057,61.18621357854919,82.49488507836222,2.670190983879879e-4,2.670190983879879e-4,2.1300000000000097e-2,"cx11_8: 7.388e-3 , cx11_14: 7.777e-3 "
12,5.263121276449891,67.29086810279928,91.75717769907483,2.340653579692677e-4,2.340653579692677e-4,1.859999999999995e-2,"cx12_15: 6.525e-3 , cx12_10: 1.231e-2 , cx12_13: 8.195e-3 "
13,5.038194233850384,92.89203021892814,51.81530068200621,5.007231724426456e-4,5.007231724426456e-4,1.5100000000000002e-2,"cx13_12: 8.195e-3 , cx13_14: 1.229e-2 "
14,5.205029430554302,41.35048262703754,95.16410051140357,2.3923750212455667e-4,2.3923750212455667e-4,1.8900000000000028e-2,"cx14_11: 7.777e-3 , cx14_13: 1.229e-2 "
15,5.125409669008951,114.45301479038163,138.69846500055547,2.4069318035128558e-4,2.4069318035128558e-4,1.4499999999999957e-2,"cx15_12: 6.525e-3 "
