Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,53.25995521359688,58.93646169303118,5.28630714190577,1.0499999999999954e-2,8.329301209496996e-4,"cx0_1: 1.484e-2, cx0_2: 1.545e-2"
Q1,46.874022702980525,46.22441222991034,5.237856523081333,7.500000000000062e-3,7.138396977742961e-4,"cx1_0: 1.484e-2, cx1_2: 1.637e-2"
Q2,53.06175340066822,60.55391455466854,5.03026085851847,1.4499999999999957e-2,7.774573274252728e-4,"cx2_0: 1.545e-2, cx2_1: 1.637e-2, cx2_3: 1.411e-2, cx2_4: 1.398e-2"
Q3,52.77830861700695,33.14694805196308,5.29605098505451,8.499999999999952e-3,9.01852583456505e-4,"cx3_2: 1.411e-2, cx3_4: 1.339e-2"
Q4,52.663153106374715,56.622971944521304,5.084677097423577,1.6000000000000014e-2,1.1917056908583182e-3,"cx4_2: 1.398e-2, cx4_3: 1.339e-2"
