Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,80.06388215705203,26.379635405301936,5.100141568866515,3.5499999999999976e-2,3.2151282312105067e-3,
Q1,56.11932409311527,99.71129080278666,5.238515721016497,5.989999999999995e-2,1.6648224461701333e-2,"CX1_0: 3.912e-2, CX1_2: 5.230e-2"
Q2,58.3736156054252,106.4600052449497,5.032581374449687,3.479999999999994e-2,8.821227278081212e-3,"CX2_3: 5.783e-2"
Q3,74.0360213713521,62.80121573555881,4.896241293302069,4.289999999999994e-2,2.403728135830785e-3,
Q4,39.2905106591905,19.156230962122358,5.030606816638838,6.289999999999996e-2,9.945293740626693e-3,"CX4_3: 5.638e-2, CX4_10: 9.690e-2"
Q5,27.817938559999963,47.48443470237133,5.067163966969217,6.879999999999997e-2,5.585946213374604e-3,"CX5_4: 9.927e-2, CX5_6: 7.320e-2, CX5_9: 6.472e-2"
Q6,60.546748538923076,72.73949314262876,4.923827079622038,7.380000000000009e-2,4.859822596184449e-3,"CX6_8: 3.808e-2"
Q7,39.36899536691782,83.08243506414301,4.974566883407068,1.5979999999999994e-1,3.1938837867619974e-3,"CX7_8: 4.137e-2"
Q8,62.762972395137254,76.31493128408731,4.739547189410107,6.530000000000002e-2,6.455670553053294e-3,
Q9,44.462756427276624,79.23702288313831,4.963379635551491,4.149999999999998e-2,5.678879150249783e-3,"CX9_8: 6.485e-2, CX9_10: 4.778e-2"
Q10,48.94502625163505,59.60685384482895,4.945063699911784,7.46e-2,3.929735532749445e-3,
Q11,64.37174574785791,120.83823078259168,5.005001962190998,2.089999999999992e-2,2.7621328444330517e-3,"CX11_3: 5.161e-2, CX11_10: 4.567e-2, CX11_12: 4.632e-2"
Q12,79.62961656117803,137.43214326669187,4.7600830258842874,2.939999999999998e-2,6.637617121574513e-3,"CX12_2: 1.153e-1"
Q13,18.682727534228288,29.50857340356207,4.968509928617622,6.220000000000003e-2,1.648060459635936e-2,"CX13_1: 1.525e-1, CX13_12: 1.170e-1"
