Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114856479015321,49.535127116811594,76.1672519656677,2.859999999999996e-2,0.0003749858654973829,"cx0_14: 2.330e-2 , cx0_1: 1.740e-2 "
1,5.235714564781208,63.005606805382506,59.30189411870485,9.129999999999994e-2,0.0008042822679005663,"cx1_13: 4.813e-2 , cx1_2: 1.038e-2 , cx1_0: 1.740e-2 "
2,5.0384637300617765,67.88156214871634,99.5027456974419,2.7100000000000013e-2,0.0006570566655040224,"cx2_12: 9.108e-2 , cx2_3: 2.794e-2 , cx2_1: 1.038e-2 "
3,4.894585901673345,73.96867450153862,17.190263382161238,5.010000000000003e-2,0.0006013230413266289,"cx3_11: 2.648e-2 , cx3_4: 1.766e-2 , cx3_2: 2.794e-2 "
4,5.0215708725787795,52.31112501042145,48.91323658376706,5.459999999999998e-2,0.0008366711626086919,"cx4_10: 3.079e-2 , cx4_5: 2.593e-2 , cx4_3: 1.766e-2 "
5,5.073086897239996,20.62552624384662,36.82501162903956,4.3300000000000005e-2,0.002446786151143597,"cx5_9: 3.228e-2 , cx5_6: 4.994e-2 , cx5_4: 2.593e-2 "
6,4.92943564112134,60.54477843366828,71.06840793858694,9.010000000000007e-2,0.0012422003212566404,"cx6_8: 3.240e-2 , cx6_5: 4.994e-2 "
7,4.98261524066002,37.96226103283643,13.2502870386958,6.85e-2,0.0018357778847684506,"cx7_8: 2.726e-2 "
8,4.7515441546345345,63.3659415233434,76.3373042067442,1.392e-1,0.00037129376056829576,"cx8_6: 3.240e-2 , cx8_9: 2.729e-2 , cx8_7: 2.726e-2 "
9,4.973447601543242,41.71735683864527,50.22881256401194,7.97e-2,0.0022426920334194743,"cx9_5: 3.228e-2 , cx9_10: 3.708e-2 , cx9_8: 2.729e-2 "
10,4.94478816230969,60.816191409773964,65.39666822910142,3.259999999999996e-2,0.001990055369184346,"cx10_4: 3.079e-2 , cx10_11: 2.770e-2 , cx10_9: 3.708e-2 "
11,4.9974173391978525,65.65238400158597,48.976330287065366,1.8189999999999995e-1,0.0007021578300393665,"cx11_3: 2.648e-2 , cx11_12: 1.668e-2 , cx11_10: 2.770e-2 "
12,4.7633812344521,75.01686685042253,59.61389711719084,1.1170000000000002e-1,0.000728203280848127,"cx12_2: 9.108e-2 , cx12_13: 2.421e-2 , cx12_11: 1.668e-2 "
13,4.9742974613187165,32.04509768654161,28.56455049415697,9.040000000000004e-2,0.0019998347618115702,"cx13_14: 4.436e-2 , cx13_1: 4.813e-2 , cx13_12: 2.421e-2 "
14,5.006790037858079,38.450606285774874,39.50308951867984,5.9700000000000086e-2,0.0009157344017771112,"cx14_0: 2.330e-2 , cx14_13: 4.436e-2 "
