Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.2828252227832,58.74927314949326,25.649800711082378,2.8699999999999948e-2,0.001313937675085718,"cx0_2: 1.571e-2 , cx0_1: 1.821e-2 "
1,5.247628857169367,66.3857994409418,26.296319719342208,2.7100000000000013e-2,0.0007148492220377411,"cx1_2: 1.903e-2 , cx1_0: 1.821e-2 "
2,5.033483694197832,60.163855733580014,49.48332074543886,8.750000000000002e-2,0.0004909127687588221,"cx2_4: 1.828e-2 , cx2_3: 1.488e-2 , cx2_1: 1.903e-2 , cx2_0: 1.571e-2 "
3,5.292271707104015,58.57573835462673,38.23097683624804,7.289999999999996e-2,0.0007442300600597439,"cx3_4: 1.733e-2 , cx3_2: 1.488e-2 "
4,5.078462268318553,61.34834444297433,42.51442984625527,3.639999999999999e-2,0.0008449270212018403,"cx4_2: 1.828e-2 , cx4_3: 1.733e-2 "
