,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error,Single-qubit Pauli-X error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
0,2021-03-04 19:25:00,,5.0901696054849985,77.06435839458754,125.20126931998077,0.050899999999999945,0.00026762036552092943,cx0_1: 1.490e-2 ,,,,,,,,,,,,,
1,2021-03-04 19:25:00,1.0,5.24531278198974,94.81552763632051,85.43107464592948,0.02110000000000001,0.00034707320599281936,"cx1_3: 8.655e-3 , cx1_2: 8.756e-3 , cx1_0: 1.490e-2 ",,,,,,,,,,,,,
2,2021-03-04 19:25:00,2.0,5.3609785141066455,43.797745594413506,42.43611706613944,0.0232,0.00029378888579298184,cx2_1: 8.756e-3 ,,,,,,,,,,,,,
3,2021-03-04 19:25:00,3.0,5.170830943342302,76.85334869407126,85.08217850652952,0.02100000000000002,0.00030847059043047505,"cx3_4: 9.454e-3 , cx3_1: 8.655e-3 ",,,,,,,,,,,,,
4,2021-03-04 19:25:00,4.0,5.258305294167491,91.8596516448489,127.30800029928983,0.043300000000000005,0.0004358894689631798,cx4_3: 9.454e-3 ,,,,,,,,,,,,,
5,2021-03-05 12:30:00,,5.090169380169332,64.32439187801565,86.00247069196881,0.04410000000000003,0.00022411900895250372,cx0_1: 1.419e-2 ,,,,,,,,,,,,,
6,2021-03-05 12:30:00,1.0,5.245305886080549,110.39096359455324,87.18953897964815,0.02449999999999997,0.00030743112416655393,"cx1_3: 8.269e-3 , cx1_2: 8.206e-3 , cx1_0: 1.419e-2 ",,,,,,,,,,,,,
7,2021-03-05 12:30:00,2.0,5.360979473028973,76.94481957072466,43.012719904993865,0.02210000000000001,0.0002715000818680636,cx2_1: 8.206e-3 ,,,,,,,,,,,,,
8,2021-03-05 12:30:00,3.0,5.170829469862898,82.67629883068078,94.44082658571399,0.018799999999999928,0.00030577245368246995,"cx3_4: 2.229e-2 , cx3_1: 8.269e-3 ",,,,,,,,,,,,,
9,2021-03-05 12:30:00,4.0,5.2583004506220945,81.28763618735667,140.66453941041215,0.02210000000000001,0.0004517321352419231,cx4_3: 2.229e-2 ,,,,,,,,,,,,,
10,2021-03-08 10:55:00,,5.090168803165955,88.61743670611425,110.8667841722978,0.03580000000000005,0.00018682719739810647,cx0_1: 1.335e-2 ,,,,,,,,,,,,,
11,2021-03-08 10:55:00,1.0,5.245307492181559,80.35130386848564,92.08969057489271,0.02679999999999993,0.0005255060644486252,"cx1_3: 8.856e-3 , cx1_2: 7.725e-3 , cx1_0: 1.335e-2 ",,,,,,,,,,,,,
12,2021-03-08 10:55:00,2.0,5.360978703742757,75.51646599225401,17.712333252946785,0.03200000000000003,0.00029336853079480726,cx2_1: 7.725e-3 ,,,,,,,,,,,,,
13,2021-03-08 10:55:00,3.0,5.1708233803173655,70.46197561732698,80.90252188520462,0.0181,0.00028901982234391817,"cx3_4: 9.330e-3 , cx3_1: 8.856e-3 ",,,,,,,,,,,,,
14,2021-03-08 10:55:00,4.0,5.258307315862933,95.51256232743258,33.837010119113195,0.024299999999999992,0.000249220193300754,cx4_3: 9.330e-3 ,,,,,,,,,,,,,
15,2021-03-10 09:17:00,,5.090166856386417,102.82736072970152,76.27217516209227,0.04420000000000002,0.00022599362232968398,cx0_1: 1.551e-2 ,0.00022599362232968398,,,,,,,,,,,,
16,2021-03-10 09:17:00,1.0,5.245310531436299,54.51073663155286,59.25558084195004,0.06299999999999993,0.0005847195148557597,"cx1_3: 1.232e-2 , cx1_2: 1.161e-2 , cx1_0: 1.551e-2 ",0.0005847195148557597,,,,,,,,,,,,
17,2021-03-10 09:17:00,2.0,5.360981929991191,75.14777962263167,40.259328660940774,0.023399999999999976,0.00026666237849774045,cx2_1: 1.161e-2 ,0.00026666237849774045,,,,,,,,,,,,
18,2021-03-10 09:17:00,3.0,5.170822981617731,95.12252024093631,72.98134889614903,0.016599999999999948,0.00045963783522900623,"cx3_4: 1.089e-2 , cx3_1: 1.232e-2 ",0.00045963783522900623,,,,,,,,,,,,
19,2021-03-10 09:17:00,4.0,5.258298873148856,53.783827077136095,95.48955226381085,0.023700000000000054,0.0002671301259186892,cx4_3: 1.089e-2 ,0.0002671301259186892,,,,,,,,,,,,
20,2021-03-11 00:55:00,,5.090166856386417,102.82736072970152,76.27217516209227,0.04420000000000002,0.00022599362232968398,cx0_1: 1.551e-2 ,0.00022599362232968398,,,,,,,,,,,,
21,2021-03-11 00:55:00,1.0,5.245310531436299,54.51073663155286,59.25558084195004,0.06299999999999993,0.0005847195148557597,"cx1_3: 1.232e-2 , cx1_2: 1.161e-2 , cx1_0: 1.551e-2 ",0.0005847195148557597,,,,,,,,,,,,
22,2021-03-11 00:55:00,2.0,5.360981929991191,75.14777962263167,40.259328660940774,0.023399999999999976,0.00026666237849774045,cx2_1: 1.161e-2 ,0.00026666237849774045,,,,,,,,,,,,
23,2021-03-11 00:55:00,3.0,5.170822981617731,95.12252024093631,72.98134889614903,0.016599999999999948,0.00045963783522900623,"cx3_4: 1.089e-2 , cx3_1: 1.232e-2 ",0.00045963783522900623,,,,,,,,,,,,
24,2021-03-11 00:55:00,4.0,5.258298873148856,53.783827077136095,95.48955226381085,0.023700000000000054,0.0002671301259186892,cx4_3: 1.089e-2 ,0.0002671301259186892,,,,,,,,,,,,
25,2021-03-14 22:44:00,,5.090164561209827,100.51341315852673,111.70587331558303,0.03699999999999992,0.00020133740043812106,cx0_1: 1.529e-2 ,0.00020133740043812106,,,,,,,,,,,,
26,2021-03-14 22:44:00,1.0,5.2453065348239205,67.13409419141904,82.24698433255142,0.02790000000000004,0.00037769218025912577,"cx1_3: 9.510e-3 , cx1_2: 1.004e-2 , cx1_0: 1.529e-2 ",0.00037769218025912577,,,,,,,,,,,,
27,2021-03-14 22:44:00,2.0,5.3609761329676315,59.58127633040776,33.303845959543125,0.02849999999999997,0.0004466979872907243,cx2_1: 1.004e-2 ,0.0004466979872907243,,,,,,,,,,,,
28,2021-03-14 22:44:00,3.0,5.1708361255633655,68.20260032288695,73.18388201808484,0.0202,0.0002389845992318414,"cx3_4: 1.537e-2 , cx3_1: 9.510e-3 ",0.0002389845992318414,,,,,,,,,,,,
29,2021-03-14 22:44:00,4.0,5.2583015688663215,92.95889285349101,133.427437667448,0.0272,0.0002728605463351561,cx4_3: 1.537e-2 ,0.0002728605463351561,,,,,,,,,,,,
30,2021-03-15 14:25:00,,5.090167234445013,88.57848970762537,106.79794866226273,0.041399999999999985,0.00023078387665829677,cx0_1: 1.656e-2 ,0.00023078387665829677,,,,,,,,,,,,
