,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error,Single-qubit Pauli-X error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
31,2021-03-15 14:25:00,1.0,5.2453060682859185,78.05043996837796,63.76578004446572,0.03200000000000003,0.0004110884185250172,"cx1_3: 1.394e-2 , cx1_2: 1.069e-2 , cx1_0: 1.656e-2 ",0.0004110884185250172,,,,,,,,,,,,
32,2021-03-15 14:25:00,2.0,5.360982724462909,69.32578590725382,38.623766504632776,0.024000000000000018,0.0002969675038967522,cx2_1: 1.069e-2 ,0.0002969675038967522,,,,,,,,,,,,
33,2021-03-15 14:25:00,3.0,5.1708219303611065,53.614000626988144,56.46981444520466,0.03400000000000003,0.0006730368432933634,"cx3_4: 1.475e-2 , cx3_1: 1.394e-2 ",0.0006730368432933634,,,,,,,,,,,,
34,2021-03-15 14:25:00,4.0,5.2582999816725895,110.55756502325883,131.6820368187947,0.02059999999999995,0.00033113055580526814,cx4_3: 1.475e-2 ,0.00033113055580526814,,,,,,,,,,,,
35,2021-03-16 21:02:00,,5.090164739972463,101.58880421015915,132.37573062824436,0.040000000000000036,0.00021315345932550127,cx0_1: 1.562e-2 ,0.00021315345932550127,,,,,,,,,,,,
36,2021-03-16 21:02:00,1.0,5.245316671993598,78.05043996837796,57.35205580317577,0.03859999999999997,0.00036633406522522415,"cx1_3: 1.475e-2 , cx1_2: 9.147e-3 , cx1_0: 1.562e-2 ",0.00036633406522522415,,,,,,,,,,,,
37,2021-03-16 21:02:00,2.0,5.360982464564634,96.54849249791737,40.694806933090895,0.024699999999999944,0.00023163054352429003,cx2_1: 9.147e-3 ,0.00023163054352429003,,,,,,,,,,,,
38,2021-03-16 21:02:00,3.0,5.170802708648102,53.614000626988144,48.43080019391082,0.03299999999999992,0.0011437844964600715,"cx3_4: 2.818e-2 , cx3_1: 1.475e-2 ",0.0011437844964600715,,,,,,,,,,,,
39,2021-03-16 21:02:00,4.0,5.258304696762966,102.97444320306991,120.53020798476656,0.02190000000000003,0.00033566147675061637,cx4_3: 2.818e-2 ,0.00033566147675061637,,,,,,,,,,,,
40,2021-03-19 15:25:00,,5.0901555999711965,138.70667061798642,131.2933144177425,0.18389999999999995,0.0001806205800181998,cx0_1: 1.542e-2 ,0.0001806205800181998,,,,,,,,,,,,
41,2021-03-19 15:25:00,1.0,5.245312905347129,86.06254147309276,99.54952924901458,0.09840000000000004,0.00031339483049563183,"cx1_3: 1.558e-2 , cx1_2: 1.231e-2 , cx1_0: 1.542e-2 ",0.00031339483049563183,,,,,,,,,,,,
42,2021-03-19 15:25:00,2.0,5.360976904776651,98.6885236986325,74.42936076474015,0.16599999999999993,0.0002975008451071528,cx2_1: 1.231e-2 ,0.0002975008451071528,,,,,,,,,,,,
43,2021-03-19 15:25:00,3.0,5.170815402177328,56.51498618937689,66.31286983704874,0.07130000000000003,0.00039913053212520537,"cx3_4: 9.426e-3 , cx3_1: 1.558e-2 ",0.00039913053212520537,,,,,,,,,,,,
44,2021-03-19 15:25:00,4.0,5.258298625715139,112.68911596427088,157.6874997702686,0.03410000000000002,0.00021867927502412644,cx4_3: 9.426e-3 ,0.00021867927502412644,,,,,,,,,,,,
45,2021-04-07 15:10:00,Q0,5.09,,,,,,,92.46,106.73,-0.33612,0.0381,0.048,0.0282,5351.111,0.0001932,0.0001932,0.0001932,0_1:1.376e-2,0_1:810.667
46,2021-04-07 15:10:00,Q1,5.245,,,,,,,89.47,121.01,-0.31656999999999996,0.016,0.0246,0.0074,5351.111,0.0002318,0.0002318,0.0002318,1_3:1.849e-2; 1_2:6.762e-3; 1_0:1.376e-2,1_3:433.778; 1_2:448; 1_0:775.111
47,2021-04-07 15:10:00,Q2,5.361000000000001,,,,,,,55.26,91.34,-0.33063000000000003,0.0275,0.0424,0.0126,5351.111,0.0002959,0.0002959,0.0002959,2_1:6.762e-3,2_1:412.444
48,2021-04-07 15:10:00,Q3,5.171,,,,,,,71.46,113.26,-0.33374000000000004,0.0121,0.0216,0.0026,5351.111,0.0008104,0.0008104,0.0008104,3_4:2.213e-2; 3_1:1.849e-2,3_4:590.222; 3_1:398.222
49,2021-04-07 15:10:00,Q4,5.257999999999999,,,,,,,96.54,105.34,-0.33135,0.0165,0.0272,0.0058,5351.111,0.0002359,0.0002359,0.0002359,4_3:2.213e-2,4_3:554.667
