,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error,CNOT error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
0,2021-03-14 22:44:00,,5.1132858175667515,74.33681006028604,125.86010300467457,0.00047223202546442414,0.00047223202546442414,0.02950000000000008,cx0_1: 1.102e-2 ,,,,,,,,,,,,
1,2021-03-14 22:44:00,1.0,5.161152461345137,78.33733253008349,95.39841946382772,0.0005309221829501179,0.0005309221829501179,0.01629999999999998,"cx1_0: 1.102e-2 , cx1_4: 9.283e-3 , cx1_2: 1.086e-2 ",,,,,,,,,,,,
2,2021-03-14 22:44:00,2.0,5.310951208113901,57.800844463852975,85.46094896261314,0.0003937530714469436,0.0003937530714469436,0.04570000000000008,"cx2_3: 1.278e-2 , cx2_1: 1.086e-2 ",,,,,,,,,,,,
3,2021-03-14 22:44:00,3.0,5.460040341211792,63.27733825229555,71.40209920439439,0.000952706794174752,0.000952706794174752,0.026399999999999983,"cx3_2: 1.278e-2 , cx3_5: 1.151e-2 ",,,,,,,,,,,,
4,2021-03-14 22:44:00,4.0,5.353524854176468,72.09088410419936,52.55027336411779,0.001250452054748148,0.001250452054748148,0.09099999999999996,"cx4_7: 5.858e-2 , cx4_1: 9.283e-3 ",,,,,,,,,,,,
5,2021-03-14 22:44:00,5.0,5.3034935753641275,81.39520857719405,93.3468177668528,0.0006034381612874535,0.0006034381612874535,0.015800000000000036,"cx5_3: 1.151e-2 , cx5_8: 7.761e-3 ",,,,,,,,,,,,
6,2021-03-14 22:44:00,6.0,5.136348524957118,99.53107852259629,14.546264012967319,0.00027745710018249256,0.00027745710018249256,0.01100000000000001,cx6_7: 6.849e-3 ,,,,,,,,,,,,
7,2021-03-14 22:44:00,7.0,5.202520416176681,96.80385384780158,119.12660537292135,0.0002499858390885572,0.0002499858390885572,0.01419999999999999,"cx7_4: 5.858e-2 , cx7_6: 6.849e-3 , cx7_10: 6.952e-3 ",,,,,,,,,,,,
8,2021-03-14 22:44:00,8.0,5.174619212994582,82.40346061616481,122.26143941624242,0.000255831821268333,0.000255831821268333,0.01760000000000006,"cx8_9: 8.236e-3 , cx8_11: 7.457e-3 , cx8_5: 7.761e-3 ",,,,,,,,,,,,
9,2021-03-14 22:44:00,9.0,5.253698736075692,113.21691488137164,80.90314505105852,0.00023477191927397115,0.00023477191927397115,0.01419999999999999,cx9_8: 8.236e-3 ,,,,,,,,,,,,
