Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.000432268786926,112.65890624572971,115.12876517831792,4.689999999999994e-2,3.8693806812285683e-4,"cx0_1: 1.749e-2 "
1,4.845331162222142,99.97600777805657,71.48140748086352,4.849999999999999e-2,2.2804682590609208e-4,"cx1_2: 7.498e-3 , cx1_0: 1.749e-2 "
2,4.782927616201051,170.971123433421,174.5395468273922,8.779999999999999e-2,1.4669010675575145e-4,"cx2_3: 6.821e-3 , cx2_1: 7.498e-3 "
3,4.858111087720291,74.23102258004627,181.1254053428918,5.449999999999999e-2,2.0828731418471463e-4,"cx3_4: 3.890e-2 , cx3_2: 6.821e-3 "
4,4.978348936399915,98.4807554025885,167.06780628620737,4.3399999999999994e-2,3.197132357300874e-4,"cx4_3: 3.890e-2 "
