Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,75.1681240904449,25.074673072700108,5.100135413478905,2.7200000000000002e-2,3.970120003811584e-3,
Q1,56.95855775128612,53.12557049084693,5.238524344632136,5.119999999999991e-2,1.2233548933779925e-2,"CX1_0: 4.723e-2, CX1_2: 3.879e-2"
Q2,62.27263240308376,78.00444408546484,5.032578106962306,3.6599999999999966e-2,7.821199195387263e-3,"CX2_3: 4.096e-2"
Q3,82.48636899597838,73.88363605650271,4.896228981822924,4.13e-2,2.1523006910737497e-3,
Q4,42.59366984832677,30.09674682617233,5.030634106336738,6.1799999999999966e-2,7.414519768191741e-3,"CX4_3: 8.697e-2, CX4_10: 8.707e-2"
Q5,25.89424878815383,49.67177126009521,5.067163281948777,5.349999999999999e-2,4.630987966184441e-3,"CX5_4: 1.071e-1, CX5_6: 8.690e-2, CX5_9: 5.330e-2"
Q6,55.79793099061647,72.5761702819334,4.923819293638092,2.740000000000009e-2,2.6020293913446846e-3,"CX6_8: 8.017e-2"
Q7,48.59724708994327,77.17689789097767,4.974541532599668,1.5349999999999997e-1,3.7838061548418622e-3,"CX7_8: 6.341e-2"
Q8,58.46918285182943,44.99409167311952,4.739590310893952,7.750000000000001e-2,1.233552995440379e-2,
Q9,47.08723046285889,71.15395325708378,4.96337811223658,4.4399999999999995e-2,6.475117977180811e-3,"CX9_8: 6.308e-2, CX9_10: 4.721e-2"
Q10,47.55464442028077,48.54799028638184,4.945061232577921,5.929999999999991e-2,3.4294325325706643e-3,
Q11,70.8439389177828,45.685585588618686,5.004996764473625,5.630000000000002e-2,5.539454786281595e-3,"CX11_3: 3.517e-2, CX11_10: 4.021e-2, CX11_12: 5.242e-2"
Q12,45.196901554205766,59.974061907031526,4.759968119866255,7.540000000000002e-2,8.96421824517235e-3,"CX12_2: 8.456e-2"
Q13,25.037416521472814,42.14118625304476,4.968528867741154,5.499999999999994e-2,1.0648667810322698e-2,"CX13_1: 1.556e-1, CX13_12: 5.395e-2"
