,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error,Readout assignment error,√x (sx) error,Single-qubit Pauli-X error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
0,2021-02-18 14:25:00,0.0,5.091541363767479,30.507875014076486,70.39524045930143,0.021700000000000053,0.00040074098223655887,cx0_1: 8.029e-3 ,,,,,,,,,,,,,,,
1,2021-02-18 14:25:00,1.0,5.013272609490693,88.87436007528534,35.84335376418135,0.06840000000000003,0.0003102324911962,"cx1_4: 7.591e-3 , cx1_2: 1.042e-2 , cx1_0: 8.029e-3 ",,,,,,,,,,,,,,,
2,2021-02-18 14:25:00,2.0,4.863041099137736,134.46968320652329,71.09788240741811,0.014499999999999956,0.0002360558006793276,"cx2_1: 1.042e-2 , cx2_3: 7.747e-3 ",,,,,,,,,,,,,,,
3,2021-02-18 14:25:00,3.0,5.1043991669887205,78.73011185245144,53.20163008768382,0.016999999999999904,0.00029174073635451466,"cx3_5: 5.667e-3 , cx3_2: 7.747e-3 ",,,,,,,,,,,,,,,
4,2021-02-18 14:25:00,4.0,5.064050997141306,118.41168671123131,104.93460642401352,0.029600000000000067,0.00023579229355600117,"cx4_7: 8.027e-3 , cx4_1: 7.591e-3 ",,,,,,,,,,,,,,,
5,2021-02-18 14:25:00,5.0,4.8931719476276845,106.18035716305144,62.669166845338594,0.018299999999999983,0.000220786270033114,"cx5_8: 1.130e-2 , cx5_3: 5.667e-3 ",,,,,,,,,,,,,,,
6,2021-02-18 14:25:00,6.0,4.993598637490302,127.40822234453432,212.3488455675016,0.03639999999999999,0.00023627722437937284,cx6_7: 7.685e-3 ,,,,,,,,,,,,,,,
7,2021-02-18 14:25:00,7.0,4.943161865906411,61.79178084785753,79.26096603182509,0.041500000000000085,0.00035026906746934804,"cx7_10: 9.788e-3 , cx7_4: 8.027e-3 , cx7_6: 7.685e-3 ",,,,,,,,,,,,,,,
8,2021-02-18 14:25:00,8.0,4.761324022693209,115.69819285843393,176.89073150753572,0.022699999999999942,0.0007970399042171699,"cx8_5: 1.130e-2 , cx8_11: 9.068e-3 , cx8_9: 1.051e-2 ",,,,,,,,,,,,,,,
9,2021-02-18 14:25:00,9.0,4.849742242396949,129.30679166071084,121.08537757515528,0.018900000000000028,0.00019727644826738182,cx9_8: 1.051e-2 ,,,,,,,,,,,,,,,
