,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error,Sqrt-x (sx) error,Readout assignment error,√x (sx) error,Single-qubit Pauli-X error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error ,CNOT error ,Gate time (ns)
0,2021-01-03 23:32:00,,4.8220652766170735,117.48353491205212,59.95604889793229,0.0272,0.0002524128972068372,cx0_1: 8.529e-3 ,,,,,,,,,,,,,,,,
1,2021-01-03 23:32:00,1.0,4.759944496661296,98.60232916197506,100.83540980531592,0.016900000000000026,0.00023165412213607632,"cx1_3: 7.658e-3 , cx1_2: 8.849e-3 , cx1_0: 8.529e-3 ",,,,,,,,,,,,,,,,
2,2021-01-03 23:32:00,2.0,4.907313033549356,105.78125489924831,166.97945064127532,0.02980000000000005,0.0003015710703901588,cx2_1: 8.849e-3 ,,,,,,,,,,,,,,,,
3,2021-01-03 23:32:00,3.0,4.878965281630321,77.18869192717031,130.06157208930293,0.016100000000000003,0.00031940658357642774,"cx3_5: 9.579e-3 , cx3_1: 7.658e-3 ",,,,,,,,,,,,,,,,
4,2021-01-03 23:32:00,4.0,4.8708995641381625,100.71092063360693,30.763180673044985,0.022599999999999957,0.0002756854945649284,cx4_5: 9.819e-3 ,,,,,,,,,,,,,,,,
5,2021-01-03 23:32:00,5.0,4.963972148436197,70.64562053315628,106.14628188995331,0.017299999999999982,0.0002724031781329086,"cx5_6: 7.883e-3 , cx5_4: 9.819e-3 , cx5_3: 9.579e-3 ",,,,,,,,,,,,,,,,
6,2021-01-03 23:32:00,6.0,5.1770022263190905,82.46541839784989,129.37731842704622,0.013199999999999991,0.00021098754089468981,cx6_5: 7.883e-3 ,,,,,,,,,,,,,,,,
7,2021-01-04 23:16:00,,4.822061581183463,93.43402508664343,53.43671273444026,0.02880000000000005,0.00026477005039622387,cx0_1: 8.615e-3 ,,,,,,,,,,,,,,,,
8,2021-01-04 23:16:00,1.0,4.759927381030298,105.6931806424175,99.13985144355458,0.024599999999999955,0.0002567612517198304,"cx1_3: 7.457e-3 , cx1_2: 1.029e-2 , cx1_0: 8.615e-3 ",,,,,,,,,,,,,,,,
9,2021-01-04 23:16:00,2.0,4.907315894191488,71.53405836609353,106.82309718847908,0.013900000000000023,0.00048489705690633465,cx2_1: 1.029e-2 ,,,,,,,,,,,,,,,,
