,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error,Readout assignment error,√x (sx) error,Single-qubit Pauli-X error,T1 (us),T2 (us),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Single-qubit Pauli-X error 
0,2021-01-03 23:32:00,0.0,4.9744674805675855,176.56959356210297,179.00940532490762,0.17859999999999998,0.0007613455953558242,,,,,,,,,,,,,,
1,2021-01-04 23:16:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
2,2021-01-05 11:17:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
3,2021-01-05 13:02:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
4,2021-01-06 00:18:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
5,2021-01-07 00:19:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
6,2021-01-07 23:19:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
7,2021-01-08 08:24:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
8,2021-01-09 23:55:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
9,2021-01-11 12:05:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
10,2021-01-12 10:46:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
11,2021-01-18 12:44:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
12,2021-01-19 10:24:00,0.0,4.974462023322947,176.22234714424926,175.33379523019488,0.3195,0.0006593462013061049,,,,,,,,,,,,,,
13,2021-01-25 22:16:00,0.0,4.971703036078112,100.87151750153306,165.92776836394887,0.021749999999999936,0.0002181904473455164,,,,,,,,,,,,,,
14,2021-01-26 13:53:00,0.0,4.971840741026249,132.5674936133577,233.42718839370545,0.02679999999999993,0.00015897456629349938,,,,,,,,,,,,,,
15,2021-01-28 23:30:00,0.0,4.971841462147329,151.74185579289357,247.3019374746634,0.038100000000000016,0.00027232756944219034,,,,,,,,,,,,,,
16,2021-02-03 10:25:00,0.0,4.971818114435568,169.66550745311736,244.37023476631103,0.025900000000000038,0.00017194680262767046,,,,,,,,,,,,,,
17,2021-02-10 09:05:00,0.0,4.971823333139146,134.87512829869863,252.39802613312526,0.024699999999999944,0.00020136018501409154,,,,,,,,,,,,,,
18,2021-02-15 14:00:00,0.0,4.971836582953967,166.66114089746688,279.85809754783884,0.028200000000000006,0.00021846862648544613,,,,,,,,,,,,,,
19,2021-02-18 14:25:00,0.0,4.9718400815578985,180.6777323145113,283.09948886231115,0.024599999999999955,0.00017659501011974823,,,,,,,,,,,,,,
20,2021-03-04 19:25:00,,4.971846849543517,76.6617047547332,118.06130326579027,,,,0.023499999999999962,0.0002735177999348187,,,,,,,,,,,
21,2021-03-05 12:30:00,,4.971859612363572,156.5871355514686,232.11552984752828,,,,0.0272,0.0002246125427808234,,,,,,,,,,,
22,2021-03-08 10:55:00,,4.971860821330438,119.2599834517488,146.26951852162017,,,,0.0222,0.0001630827710605693,,,,,,,,,,,
23,2021-03-10 09:17:00,,4.971854176634844,178.61703783390362,199.7481331373553,,,,0.025399999999999975,0.00018363401766607318,0.00018363401766607318,,,,,,,,,,
24,2021-03-11 00:55:00,,4.9718443595675526,215.1341008472059,322.3715912538485,,,,0.023800000000000043,0.0001455848891407174,0.0001455848891407174,,,,,,,,,,
25,2021-03-14 22:44:00,,4.97185344325219,168.75817840504038,237.8589220110257,,,,0.024599999999999955,0.00016173640857351345,0.00016173640857351345,,,,,,,,,,
26,2021-03-15 14:25:00,,4.9718528524055765,182.6611165336624,237.8589220110257,,,,0.024000000000000018,0.00019769550670970331,0.00019769550670970331,,,,,,,,,,
27,2021-03-16 21:02:00,,4.9718466412742215,172.7985507013731,252.09617137285068,,,,0.03310000000000002,0.00024276404434558663,0.00024276404434558663,,,,,,,,,,
28,2021-03-19 15:25:00,,4.971851249523733,158.77411162407353,270.0599253153336,,,,0.023600000000000062,0.00012027735809515779,0.00012027735809515779,,,,,,,,,,
29,2021-04-07 15:10:00,Q0,4.9719999999999995,,,,,,,,,192.73,270.33,-0.34719,0.0273,0.0324,0.0222,4977.778,0.0001756,0.0001756,0.0001756
30,2020-12-23 14:41:00,0.0,4.974448801633062,165.59084210236122,156.2561684780533,0.06469999999999998,0.0004259684846307087,,,,,,,,,,,,,,
31,2020-12-29 10:43:00,0.0,4.9744515228253565,194.9012270994289,190.67980068034416,0.06210000000000005,0.00064498444793259,,,,,,,,,,,,,,
