Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.820303520783082,120.93207849362743,85.92549307811926,1.5599999999999947e-2,0.00032192343504818774,"cx0_1: 5.722e-3 "
1,4.890167907458092,112.11432858439865,28.1571379982885,3.600000000000003e-2,0.00038557169734514617,"cx1_3: 1.012e-2 , cx1_2: 9.925e-3 , cx1_0: 5.722e-3 "
2,4.716568850080015,160.5184126481623,126.45619580498348,1.5900000000000025e-2,0.0002450735294127699,"cx2_1: 9.925e-3 "
3,4.789068330079185,117.41924036047195,107.47780117884948,2.8100000000000014e-2,0.000364363002443608,"cx3_4: 6.407e-3 , cx3_1: 1.012e-2 "
4,5.023787322947196,110.18000623073537,23.549553450363,4.249999999999998e-2,0.0005708301384414793,"cx4_3: 6.407e-3 "
