Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.9686716862368225,31.910007647196842,38.011732222507185,3.4599999999999964e-2,1.7779737711565054e-3,"cx0_1: 1.192e-2 "
1,4.770080017238568,84.11359666371317,67.33413300606747,2.8000000000000025e-2,3.4682617545148413e-4,"cx1_2: 1.861e-2 , cx1_0: 1.192e-2 "
2,5.0151615287538,51.22629822271337,77.43268983958075,3.509999999999991e-2,7.600128244033424e-4,"cx2_3: 1.566e-2 , cx2_1: 1.861e-2 "
3,5.259259593405023,91.33940997731362,110.31469861510911,1.5600000000000058e-2,2.671974290064864e-4,"cx3_4: 4.695e-2 , cx3_2: 1.566e-2 "
4,4.99758303387973,60.83750273636507,125.90222024813026,4.530000000000001e-2,9.45930774732315e-4,"cx4_3: 4.695e-2 "
