Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.796558613826709,125.88467196913719,18.112077653770005,6.379999999999997e-2,0.0003632871615718795,"cx0_1: 9.731e-3 "
1,4.940122714224379,76.89960164335783,140.7708331689437,1.7300000000000093e-2,0.0005854174798302693,"cx1_3: 8.863e-3 , cx1_2: 6.262e-3 , cx1_0: 9.731e-3 "
2,4.833512984533809,148.9291539078694,142.10276750252456,1.6100000000000003e-2,0.00034765168539270324,"cx2_1: 6.262e-3 "
3,4.807955668054963,127.94100951424525,125.34095908735962,2.079999999999993e-2,0.0005251562789139603,"cx3_4: 6.957e-3 , cx3_1: 8.863e-3 "
4,4.749674942839448,97.49402249241604,42.41905695333809,3.0399999999999983e-2,0.0005846883925018101,"cx4_3: 6.957e-3 "
