Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.000434472468615,102.41175763792089,120.25190025104502,4.530000000000001e-2,3.0237509474725504e-4,"cx0_1: 1.776e-2 "
1,4.845234715564527,111.52606259573233,61.970075385740394,5.590000000000006e-2,2.0748165208005797e-4,"cx1_2: 1.083e-2 , cx1_0: 1.776e-2 "
2,4.782925822487871,169.04604494444044,280.99479066833555,9.860000000000002e-2,3.8446768433608275e-4,"cx2_3: 1.119e-2 , cx2_1: 1.083e-2 "
3,4.858110889237271,120.34621987486787,180.1004686607743,5.190000000000006e-2,1.723572158672965e-4,"cx3_4: 7.760e-3 , cx3_2: 1.119e-2 "
4,4.978352103620915,99.51796983816813,204.8717105147822,3.5700000000000065e-2,3.686740071020731e-4,"cx4_3: 7.760e-3 "
