Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.00043015216318,120.95466109704785,163.48105570487954,2.6499999999999968e-2,3.370071144212305e-4,"cx0_1: 1.723e-2 "
1,4.84535330478409,109.99022323251121,58.20288446460507,3.43e-2,2.1049443443988425e-4,"cx1_2: 8.264e-3 , cx1_0: 1.723e-2 "
2,4.782922570955567,102.16676616671786,106.78894762371445,2.3700000000000054e-2,1.974936870444658e-4,"cx2_3: 7.302e-3 , cx2_1: 8.264e-3 "
3,4.858173239355846,102.27086212542332,159.2407623550727,1.8299999999999983e-2,2.0413959008350242e-4,"cx3_4: 7.012e-3 , cx3_2: 7.302e-3 "
4,4.9783537344162045,84.11254714005054,121.25145232370227,2.8799999999999937e-2,2.417856319760166e-4,"cx4_3: 7.012e-3 "
