Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.822065223919961,72.40591203859958,53.81286838198874,2.3299999999999987e-2,2.7382675955826423e-4,"cx0_1: 8.419e-3 "
1,4.759938311285555,119.91032150135959,140.97256169985394,9.600000000000053e-3,2.1470720073756875e-4,"cx1_3: 8.530e-3 , cx1_2: 7.996e-3 , cx1_0: 8.419e-3 "
2,4.90731850995947,73.62024895558666,142.33139808630582,1.1700000000000044e-2,2.824621738287377e-4,"cx2_1: 7.996e-3 "
3,4.878971759836635,50.421171259693836,108.34732838667775,1.770000000000005e-2,3.150452990752597e-4,"cx3_5: 9.642e-3 , cx3_1: 8.530e-3 "
4,4.870902488035486,115.1566587121289,30.763180673044985,2.1600000000000064e-2,2.5674081757878255e-4,"cx4_5: 8.718e-3 "
5,4.963967447991632,91.37961346429016,125.37222158857865,1.0499999999999954e-2,3.5253304216034323e-4,"cx5_6: 9.538e-3 , cx5_4: 8.718e-3 , cx5_3: 9.642e-3 "
6,5.17700127536775,80.09403038935056,132.69655321446575,2.0499999999999963e-2,3.4894390163005024e-4,"cx6_5: 9.538e-3 "
