Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,4.822066451705167,100.4695045681288,60.33263412998536,2.400000000000002e-2,2.2881705452848644e-4,"cx0_1: 9.091e-3 "
1,4.759938077781915,115.23073264004852,121.7190901604079,1.3299999999999979e-2,2.425869755583789e-4,"cx1_3: 7.735e-3 , cx1_2: 8.566e-3 , cx1_0: 9.091e-3 "
2,4.9073155381607725,123.96879122341682,149.29800365581954,1.2499999999999956e-2,2.5056740265570916e-4,"cx2_1: 8.566e-3 "
3,4.8789645268350315,79.99361803372578,100.70391800809674,1.5000000000000013e-2,2.822379400875102e-4,"cx3_5: 1.031e-2 , cx3_1: 7.735e-3 "
4,4.870900702344317,101.07985233222043,30.763180673044985,2.079999999999993e-2,2.9354570176255473e-4,"cx4_5: 7.710e-3 "
5,4.963962288534263,83.07442710650109,129.50503238187613,1.1499999999999955e-2,2.571685037136695e-4,"cx5_6: 1.004e-2 , cx5_4: 7.710e-3 , cx5_3: 1.031e-2 "
6,5.177004018177498,115.00399816963792,196.09418426616142,2.1400000000000086e-2,2.9715464455708186e-4,"cx6_5: 1.004e-2 "
