,timestamp,Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout assignment error,√x (sx) error,CNOT error,Single-qubit Pauli-X error
0,2021-03-01 09:00:00,,5.0901696054849985,77.06435839458754,125.20126931998077,0.050899999999999945,0.00026762036552092943,cx0_1: 1.490e-2 ,
1,2021-03-01 09:00:00,1.0,5.24531278198974,94.81552763632051,85.43107464592948,0.02110000000000001,0.00034707320599281936,"cx1_3: 8.655e-3 , cx1_2: 8.756e-3 , cx1_0: 1.490e-2 ",
2,2021-03-01 09:00:00,2.0,5.3609785141066455,43.797745594413506,42.43611706613944,0.0232,0.00029378888579298184,cx2_1: 8.756e-3 ,
3,2021-03-01 09:00:00,3.0,5.170830943342302,76.85334869407126,85.08217850652952,0.02100000000000002,0.00030847059043047505,"cx3_4: 9.454e-3 , cx3_1: 8.655e-3 ",
4,2021-03-01 09:00:00,4.0,5.258305294167491,91.8596516448489,127.30800029928983,0.043300000000000005,0.0004358894689631798,cx4_3: 9.454e-3 ,
5,2021-03-02 20:00:00,,5.0901696054849985,77.06435839458754,125.20126931998077,0.050899999999999945,0.00026762036552092943,cx0_1: 1.490e-2 ,
6,2021-03-02 20:00:00,1.0,5.24531278198974,94.81552763632051,85.43107464592948,0.02110000000000001,0.00034707320599281936,"cx1_3: 8.655e-3 , cx1_2: 8.756e-3 , cx1_0: 1.490e-2 ",
7,2021-03-02 20:00:00,2.0,5.3609785141066455,43.797745594413506,42.43611706613944,0.0232,0.00029378888579298184,cx2_1: 8.756e-3 ,
8,2021-03-02 20:00:00,3.0,5.170830943342302,76.85334869407126,85.08217850652952,0.02100000000000002,0.00030847059043047505,"cx3_4: 9.454e-3 , cx3_1: 8.655e-3 ",
9,2021-03-02 20:00:00,4.0,5.258305294167491,91.8596516448489,127.30800029928983,0.043300000000000005,0.0004358894689631798,cx4_3: 9.454e-3 ,
10,2021-03-03 16:00:00,,5.0901696054849985,77.06435839458754,125.20126931998077,0.050899999999999945,0.00026762036552092943,cx0_1: 1.490e-2 ,
11,2021-03-03 16:00:00,1.0,5.24531278198974,94.81552763632051,85.43107464592948,0.02110000000000001,0.00034707320599281936,"cx1_3: 8.655e-3 , cx1_2: 8.756e-3 , cx1_0: 1.490e-2 ",
12,2021-03-03 16:00:00,2.0,5.3609785141066455,43.797745594413506,42.43611706613944,0.0232,0.00029378888579298184,cx2_1: 8.756e-3 ,
13,2021-03-03 16:00:00,3.0,5.170830943342302,76.85334869407126,85.08217850652952,0.02100000000000002,0.00030847059043047505,"cx3_4: 9.454e-3 , cx3_1: 8.655e-3 ",
14,2021-03-03 16:00:00,4.0,5.258305294167491,91.8596516448489,127.30800029928983,0.043300000000000005,0.0004358894689631798,cx4_3: 9.454e-3 ,
15,2021-03-04 19:25:00,,5.0901696054849985,77.06435839458754,125.20126931998077,0.050899999999999945,0.00026762036552092943,cx0_1: 1.490e-2 ,
16,2021-03-04 19:25:00,1.0,5.24531278198974,94.81552763632051,85.43107464592948,0.02110000000000001,0.00034707320599281936,"cx1_3: 8.655e-3 , cx1_2: 8.756e-3 , cx1_0: 1.490e-2 ",
17,2021-03-04 19:25:00,2.0,5.3609785141066455,43.797745594413506,42.43611706613944,0.0232,0.00029378888579298184,cx2_1: 8.756e-3 ,
18,2021-03-04 19:25:00,3.0,5.170830943342302,76.85334869407126,85.08217850652952,0.02100000000000002,0.00030847059043047505,"cx3_4: 9.454e-3 , cx3_1: 8.655e-3 ",
19,2021-03-04 19:25:00,4.0,5.258305294167491,91.8596516448489,127.30800029928983,0.043300000000000005,0.0004358894689631798,cx4_3: 9.454e-3 ,
