Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,58.84881184807705,23.904773104576353,5.10014066993012,2.949999999999997e-2,5.598433869487218e-3,
Q1,68.08341603916159,135.24585827689054,5.23852145288975,1.0199999999999998e-1,1.3186229744607592e-2,"CX1_0: 4.169e-2, CX1_2: 3.157e-2"
Q2,63.80877797758416,123.32190258613858,5.032581800592358,4.5500000000000096e-2,6.5691709716934055e-3,"CX2_3: 4.080e-2"
Q3,84.95341133372094,73.72598170092905,4.896243777800969,4.8799999999999955e-2,1.9664228201043965e-3,
Q4,39.91708866291473,20.034263634643327,5.030714400755223,6.499999999999995e-2,8.044607010209925e-3,"CX4_3: 7.324e-2, CX4_10: 1.059e-1"
Q5,23.664435245929763,43.26518101411355,5.067155790336014,6.899999999999995e-2,7.502188197116344e-3,"CX5_4: 1.531e-1, CX5_6: 7.654e-2, CX5_9: 6.329e-2"
Q6,33.69618920640654,57.60686386500897,4.923845689593799,5.5199999999999916e-2,4.8303655257616596e-3,"CX6_8: 6.106e-2"
Q7,46.73818393713983,77.57904367530284,4.974563075021088,1.674e-1,3.983118818300713e-3,"CX7_8: 3.418e-2"
Q8,57.639748109232386,86.22021599928574,4.739550735925825,4.170000000000007e-2,4.210858441536458e-3,
Q9,47.920491350435974,75.06094205845409,4.96337047293325,3.43e-2,8.321542491855127e-3,"CX9_8: 6.445e-2, CX9_10: 6.670e-2"
Q10,50.27034083068807,59.17237375815366,4.945062902666914,4.5499999999999985e-2,3.7448616208333174e-3,
Q11,65.55525344025976,115.04277834069826,5.005007127488992,3.8899999999999935e-2,3.611689175353705e-3,"CX11_3: 2.889e-2, CX11_10: 3.383e-2, CX11_12: 6.439e-2"
Q12,56.672510490521425,95.96473540158257,4.760070130399318,3.180000000000005e-2,9.577394275000595e-3,"CX12_2: 1.061e-1"
Q13,13.841331512767741,19.870783572106056,4.968523843763951,1.0370000000000001e-1,2.021027794227659e-2,"CX13_1: 1.532e-1, CX13_12: 7.154e-2"
