Frequency (GHz),T1 (µs),T2 (µs),√x (sx) error,Single-qubit Pauli-X error,Readout assignment error
4.971854176634844,178.61703783390365,199.7481331373553,1.8363401766607315e-4,1.8363401766607315e-4,2.5399999999999978e-2
