Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,4.833432382212892,61.68681501449254,101.57991248896627,2.069999999999994e-2,0.00035973273192910546,"cx0_1: 8.105e-3 "
1,4.623610337729713,144.5453083858622,102.22616577815981,1.629999999999998e-2,0.0001651277672707351,"cx1_2: 7.728e-3 , cx1_0: 8.105e-3 "
2,4.820535480574945,114.2211161794664,92.60615882109545,1.2199999999999989e-2,0.00020452900976739323,"cx2_3: 4.011e-2 , cx2_1: 7.728e-3 "
3,4.742296820083216,183.20339194223544,53.837129649159074,4.1200000000000014e-2,0.001049369671402488,"cx3_4: 6.394e-2 , cx3_2: 4.011e-2 "
4,4.81625642000847,55.66090607494314,47.63713485313358,7.319999999999993e-2,0.004295376443434473,"cx4_3: 6.394e-2 "
