Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,84.93451397721813,17.68250215907007,5.100132142958475,2.7099999999999902e-2,4.091828617904025e-3,
Q1,62.56157744354868,106.30596062299429,5.238525609647164,4.5499999999999985e-2,1.6317791951902194e-2,"CX1_0: 4.023e-2, CX1_2: 3.765e-2"
Q2,67.50077417969409,121.48238604534625,5.032580578041741,3.259999999999996e-2,8.774805293587873e-3,"CX2_3: 6.339e-2"
Q3,35.34983727093419,22.17939454366091,4.896242752030691,9.600000000000009e-2,1.1077761581777201e-2,
Q4,39.06796437211912,19.422596192455316,5.0297991504880155,4.730000000000001e-2,1.4033434729488259e-2,"CX4_3: 1.562e-1, CX4_10: 5.998e-2"
Q5,24.70942309950205,19.824537594911263,5.067148317117871,6.289999999999996e-2,1.038601253914373e-2,"CX5_4: 1.326e-1, CX5_6: 7.318e-2, CX5_9: 6.936e-2"
Q6,68.26564505753657,86.74108605517051,4.923822392637362,4.930000000000001e-2,4.182535134668264e-3,"CX6_8: 3.718e-2"
Q7,43.93457380115998,80.548838257376,4.9745638881399605,1.8630000000000002e-1,2.8823614303313816e-3,"CX7_8: 3.074e-2"
Q8,59.19688123937124,80.37205763996052,4.739556502956983,3.920000000000001e-2,3.5716725409894456e-3,
Q9,43.87935554598736,64.19266523444551,4.963379780830496,5.909999999999993e-2,5.246449062844993e-3,"CX9_8: 4.869e-2, CX9_10: 5.599e-2"
Q10,47.931522401164564,64.29773103992773,4.945056971159325,6.709999999999994e-2,6.053044950776076e-3,
Q11,58.20027853341042,98.43472376406598,5.00500487579048,2.429999999999999e-2,3.0653799731449327e-3,"CX11_3: 6.211e-2, CX11_10: 4.567e-2, CX11_12: 3.823e-2"
Q12,76.01923356163368,125.17817678407286,4.760083875179712,2.749999999999997e-2,6.3015550019751565e-3,"CX12_2: 1.607e-1"
Q13,13.11267198136752,22.547427890918733,4.968522087652812,9.749999999999992e-2,1.4283407479422472e-2,"CX13_1: 1.525e-1, CX13_12: 6.068e-2"
