Qubit,T1 (µs),T2 (µs),Frecuency (GHz),Readout error,Single-qubit U3 error rate,CNOT error rate
Q0,67.79936698995469,22.809658568518238,5.10014545879208,3.949999999999998e-2,3.396452569273456e-3,
Q1,56.95855775128612,106.44698703075322,5.238523814308346,5.269999999999997e-2,1.5152125617693635e-2,"CX1_0: 3.239e-2, CX1_2: 3.577e-2"
Q2,44.30390662562321,77.79992427437558,5.0325736933774525,3.1100000000000017e-2,9.023102925199367e-3,"CX2_3: 4.068e-2"
Q3,83.26177024553014,78.72622984322784,4.896230400886449,7.579999999999998e-2,2.3833469199840973e-3,
Q4,44.331618147295735,25.164034085183896,5.030610930689438,6.169999999999998e-2,8.214181029424505e-3,"CX4_3: 1.874e-1, CX4_10: 1.413e-1"
Q5,24.363225713809655,45.31612168954554,5.067164113345954,5.3300000000000014e-2,4.915414639809268e-3,"CX5_4: 1.071e-1, CX5_6: 6.025e-2, CX5_9: 5.330e-2"
Q6,65.19297280939158,71.82847802216777,4.923820259665119,3.420000000000001e-2,2.729202623212079e-3,"CX6_8: 3.014e-2"
Q7,48.10394684333163,83.95291347138937,4.974545886465605,1.1040000000000005e-1,2.981249298194655e-3,"CX7_8: 2.650e-2"
Q8,58.46918285182943,81.52424745207462,4.7395652247374365,6.040000000000001e-2,4.146543293636729e-3,
Q9,44.48635988622555,62.46973214985814,4.963378395615818,3.479999999999994e-2,6.003552725565187e-3,"CX9_8: 5.550e-2, CX9_10: 4.622e-2"
Q10,58.83122224271942,64.65665489236211,4.945062179109107,6.55e-2,3.175915940518803e-3,
Q11,70.8439389177828,126.20386515684113,5.00500137698492,5.269999999999997e-2,3.336235396385945e-3,"CX11_3: 3.523e-2, CX11_10: 3.861e-2, CX11_12: 3.869e-2"
Q12,47.0210974654323,41.670968923624855,4.759991755794297,6.879999999999997e-2,9.20037672556695e-3,"CX12_2: 7.251e-2"
Q13,22.94543436946664,42.8050554850783,4.9685394145418424,5.3100000000000036e-2,1.0684998971497772e-2,"CX13_1: 1.729e-1, CX13_12: 4.623e-2"
