Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114857504640674,71.44540515610126,98.82250207906402,5.4200000000000026e-2,0.0003995258374384415,"cx0_14: 2.494e-2 , cx0_1: 1.720e-2 "
1,5.235718478944989,57.2977024846422,55.5115561830162,3.749999999999998e-2,0.000746248601626464,"cx1_13: 5.028e-2 , cx1_2: 9.162e-3 , cx1_0: 1.720e-2 "
2,5.038462872289758,70.6310840097242,93.89166742572864,3.510000000000002e-2,0.0004481601761339624,"cx2_12: 6.062e-2 , cx2_3: 2.250e-2 , cx2_1: 9.162e-3 "
3,4.894586344034597,79.35420803082353,15.355244553284342,8.379999999999999e-2,0.0004605713328020913,"cx3_11: 6.446e-2 , cx3_4: 1.908e-2 , cx3_2: 2.250e-2 "
4,5.021572601417103,66.60902234245755,64.0150741267933,9.750000000000003e-2,0.0007418393135302956,"cx4_10: 3.784e-2 , cx4_5: 3.937e-2 , cx4_3: 1.908e-2 "
5,5.07308743953334,21.46538064632482,36.87837318361433,5.729999999999991e-2,0.002700909173178752,"cx5_9: 4.357e-2 , cx5_6: 6.096e-2 , cx5_4: 3.937e-2 "
6,4.929451929339394,56.12156651793489,63.64931988712822,3.7900000000000045e-2,0.0011212685716441818,"cx6_8: 2.695e-2 , cx6_5: 6.096e-2 "
7,4.982619449073678,38.84656161409277,13.830218466965942,5.6599999999999984e-2,0.0022461315306514292,"cx7_8: 2.402e-2 "
8,4.7515415997205785,101.17163702000263,111.56976974696087,5.820000000000003e-2,0.0005938673677216507,"cx8_6: 2.695e-2 , cx8_9: 2.425e-2 , cx8_7: 2.402e-2 "
9,4.973445011380678,42.74680509813699,77.67664021094639,1.0329999999999995e-1,0.0019142584774225174,"cx9_5: 4.357e-2 , cx9_10: 3.852e-2 , cx9_8: 2.425e-2 "
10,4.944794022596998,62.45890089366944,47.23918703508091,4.190000000000005e-2,0.0036128880667884345,"cx10_4: 3.784e-2 , cx10_11: 6.799e-2 , cx10_9: 3.852e-2 "
11,4.997411096324937,26.729894917317026,53.054691097252075,1.9510000000000005e-1,0.0020173410863458937,"cx11_3: 6.446e-2 , cx11_12: 3.999e-2 , cx11_10: 6.799e-2 "
12,4.763384917475081,62.12396652688923,50.11714583177785,1.1909999999999998e-1,0.0007336204191420859,"cx12_2: 6.062e-2 , cx12_13: 2.391e-2 , cx12_11: 3.999e-2 "
13,4.974293419934886,30.174257366949114,31.0232513409066,1.0020000000000007e-1,0.002194809652469461,"cx13_14: 3.294e-2 , cx13_1: 5.028e-2 , cx13_12: 2.391e-2 "
14,5.006791705605931,45.786812882812406,53.90355002341654,8.550000000000002e-2,0.0008676585849399608,"cx14_0: 2.494e-2 , cx14_13: 3.294e-2 "
