Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Single-qubit U2 error,CNOT error
,5.000431537411944,105.10757355867915,53.76635338588577,4.620000000000002e-2,3.8530661502480775e-4,"cx0_1: 2.520e-2 "
1,4.8453111806216596,134.41955589674689,55.510996567872354,3.539999999999999e-2,2.9859757409573666e-4,"cx1_2: 7.852e-3 , cx1_0: 2.520e-2 "
2,4.782924593608778,153.1920643739803,186.30740396317086,8.389999999999997e-2,1.7097030091331653e-4,"cx2_3: 6.615e-3 , cx2_1: 7.852e-3 "
3,4.8581077538551805,128.97648341508184,118.71365939615374,5.0000000000000044e-2,2.0362329666239452e-4,"cx3_4: 2.555e-2 , cx3_2: 6.615e-3 "
4,4.978293826513782,82.02608634998764,9.284813348382224,5.95e-2,4.8472148386744665e-3,"cx4_3: 2.555e-2 "
