Qubit,Frequency (GHz),T1 (µs),T2 (µs),Readout error,Sqrt-x (sx) error,CNOT error
,5.114857681823201,71.6323023898875,111.84895138002163,3.5700000000000065e-2,0.0005110716151467503,"cx0_14: 2.509e-2 , cx0_1: 1.652e-2 "
1,5.23571955953887,63.41418655628211,57.694190271246214,7.450000000000001e-2,0.0012031290789081795,"cx1_13: 4.141e-2 , cx1_2: 1.068e-2 , cx1_0: 1.652e-2 "
2,5.038462619336904,67.67628192916695,92.53261995708604,2.3299999999999987e-2,0.00046225183556276086,"cx2_12: 4.791e-2 , cx2_3: 2.195e-2 , cx2_1: 1.068e-2 "
3,4.8945837491164585,65.2444366916607,16.00638262685011,5.109999999999992e-2,0.0005954572137931812,"cx3_11: 4.778e-2 , cx3_4: 1.757e-2 , cx3_2: 2.195e-2 "
4,5.02157505864204,69.33801546797211,64.31303472799232,5.679999999999996e-2,0.004269257771488174,"cx4_10: 3.474e-2 , cx4_5: 2.619e-2 , cx4_3: 1.757e-2 "
5,5.073087091270606,19.39621390675151,35.63122944901915,4.719999999999991e-2,0.002296910068415506,"cx5_9: 3.102e-2 , cx5_6: 4.904e-2 , cx5_4: 2.619e-2 "
6,4.929434562342099,65.99126534680192,58.309013992966186,2.9200000000000004e-2,0.0014646272024717562,"cx6_8: 2.729e-2 , cx6_5: 4.904e-2 "
7,4.982618155372056,26.734689312977654,13.411045781455416,6.420000000000003e-2,0.002571888725404885,"cx7_8: 2.965e-2 "
8,4.751544856053878,127.37530421481148,168.6996436485181,5.020000000000002e-2,0.0003381024029167896,"cx8_6: 2.729e-2 , cx8_9: 2.336e-2 , cx8_7: 2.965e-2 "
9,4.973446961672539,46.796401668806006,43.2000701315093,8.790000000000009e-2,0.0014931528781596942,"cx9_5: 3.102e-2 , cx9_10: 3.679e-2 , cx9_8: 2.336e-2 "
10,4.944789640242496,52.50098666612438,67.6496792059856,4.730000000000001e-2,0.0017772406158655942,"cx10_4: 3.474e-2 , cx10_11: 3.849e-2 , cx10_9: 3.679e-2 "
11,4.997411747369661,61.085279665339165,41.69756627249922,1.8830000000000002e-1,0.0008011244962701961,"cx11_3: 4.778e-2 , cx11_12: 2.651e-2 , cx11_10: 3.849e-2 "
12,4.763381653630621,74.46282614610234,61.40041192639868,1.0880000000000001e-1,0.0008116803992247177,"cx12_2: 4.791e-2 , cx12_13: 2.457e-2 , cx12_11: 2.651e-2 "
13,4.974294269370506,32.72895175820459,22.4400081097821,8.97e-2,0.002671182474400299,"cx13_14: 2.912e-2 , cx13_1: 4.141e-2 , cx13_12: 2.457e-2 "
14,5.006795973894759,44.46383147361553,59.1674362762219,7.169999999999999e-2,0.0007336119527703896,"cx14_0: 2.509e-2 , cx14_13: 2.912e-2 "
